cardName,cleanName,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,marketPrice
Metapod,Metapod,002/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Normal,0.12
Butterfree,Butterfree,003/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 2,Rare,Holofoil,0.22
Butterfree,Butterfree,003/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 2,Rare,Reverse Holofoil,0.38
Paras,Paras,004/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.16
Paras,Paras,004/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.05
Parasect,Parasect,005/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Normal,0.16
Parasect,Parasect,005/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Reverse Holofoil,0.21
Petilil,Petilil,006/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.13
Petilil,Petilil,006/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.03
Lilligant,Lilligant,007/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Normal,0.13
Lilligant,Lilligant,007/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Reverse Holofoil,0.23
Maractus - 008/159,Maractus,008/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Uncommon,Normal,0.05
Maractus - 008/159,Maractus,008/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Uncommon,Reverse Holofoil,0.12
Karrablast,Karrablast,009/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.08
Karrablast,Karrablast,009/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.19
Foongus,Foongus,010/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.12
Foongus,Foongus,010/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.03
Amoonguss ex,Amoonguss,011/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 1,Double Rare,Holofoil,0.69
Shelmet,Shelmet,012/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.08
Shelmet,Shelmet,012/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.04
Accelgor,Accelgor,013/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Normal,0.05
Accelgor,Accelgor,013/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,0.13
Durant,Durant,014/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.06
Durant,Durant,014/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.1
Virizion,Virizion,015/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Uncommon,Reverse Holofoil,0.33
Virizion,Virizion,015/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Uncommon,Normal,0.08
Sprigatito,Sprigatito,016/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.16
Sprigatito,Sprigatito,016/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.22
Floragato,Floragato,017/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Reverse Holofoil,0.15
Floragato,Floragato,017/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Normal,0.07
Meowscarada,Meowscarada,018/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 2,Rare,Holofoil,0.19
Meowscarada,Meowscarada,018/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Stage 2,Rare,Reverse Holofoil,0.45
Nymble,Nymble,019/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.15
Nymble,Nymble,019/159,Journey Together,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.03
Magmar,Magmar,020/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.28
Magmar,Magmar,020/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.07
Magmortar,Magmortar,021/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Stage 1,Rare,Reverse Holofoil,0.34
Magmortar,Magmortar,021/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Stage 1,Rare,Holofoil,0.19
Torchic,Torchic,022/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.24
Torchic,Torchic,022/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.11
Combusken,Combusken,023/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,0.14
Combusken,Combusken,023/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Normal,0.05
Blaziken ex,Blaziken,024/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Stage 2,Double Rare,Holofoil,4.62
Torkoal,Torkoal,025/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.14
Torkoal,Torkoal,025/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.07
N's Darumaka,Darumaka,026/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.19
N's Darumaka,Darumaka,026/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.25
N's Darmanitan - 027/159,Darmanitan,027/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Normal,0.19
N's Darmanitan - 027/159,Darmanitan,027/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,0.36
Larvesta,Larvesta,028/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.14
Larvesta,Larvesta,028/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.04
Volcarona,Volcarona,029/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,0.12
Volcarona,Volcarona,029/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Normal,0.04
Reshiram ex,Reshiram,030/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Double Rare,Holofoil,0.66
Volcanion ex - 031/159,Volcanion,031/159,Journey Together,Scarlet & Violet,Pokemon,Fire,Basic,Double Rare,Holofoil,0.61
Articuno - 032/159,Articuno,032/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Uncommon,Reverse Holofoil,0.48
Articuno - 032/159,Articuno,032/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Uncommon,Normal,0.15
Remoraid,Remoraid,033/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.2
Remoraid,Remoraid,033/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.04
Octillery,Octillery,034/159,Journey Together,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Normal,0.06
Octillery,Octillery,034/159,Journey Together,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Reverse Holofoil,0.34
Lotad,Lotad,035/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.26
Lotad,Lotad,035/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.1
Lombre,Lombre,036/159,Journey Together,Scarlet & Violet,Pokemon,Water,Stage 1,Common,Normal,0.04
Lombre,Lombre,036/159,Journey Together,Scarlet & Violet,Pokemon,Water,Stage 1,Common,Reverse Holofoil,0.18
Ludicolo,Ludicolo,037/159,Journey Together,Scarlet & Violet,Pokemon,Water,Stage 2,Rare,Reverse Holofoil,0.33
Ludicolo,Ludicolo,037/159,Journey Together,Scarlet & Violet,Pokemon,Water,Stage 2,Rare,Holofoil,0.18
Wingull,Wingull,038/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.04
Wingull,Wingull,038/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.19
Pelipper,Pelipper,039/159,Journey Together,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Reverse Holofoil,0.11
Pelipper,Pelipper,039/159,Journey Together,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Normal,0.04
Wailmer,Wailmer,040/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.22
Wailmer,Wailmer,040/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.04
Wailord - 041/159,Wailord,041/159,Journey Together,Scarlet & Violet,Pokemon,Water,Stage 1,Rare,Holofoil,0.19
Wailord - 041/159,Wailord,041/159,Journey Together,Scarlet & Violet,Pokemon,Water,Stage 1,Rare,Reverse Holofoil,0.41
Regice,Regice,042/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Uncommon,Reverse Holofoil,0.39
Regice,Regice,042/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Uncommon,Normal,0.11
Veluza ex,Veluza,043/159,Journey Together,Scarlet & Violet,Pokemon,Water,Basic,Double Rare,Holofoil,0.63
Alolan Geodude,Alolan Geodude,044/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.19
Alolan Geodude,Alolan Geodude,044/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.08
Alolan Graveler,Alolan Graveler,045/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Stage 1,Common,Normal,0.1
Alolan Graveler,Alolan Graveler,045/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Stage 1,Common,Reverse Holofoil,0.18
Alolan Golem,Alolan Golem,046/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Stage 2,Uncommon,Normal,0.08
Alolan Golem,Alolan Golem,046/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Stage 2,Uncommon,Reverse Holofoil,0.37
Iono's Voltorb,Voltorb,047/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.22
Iono's Voltorb,Voltorb,047/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.16
Iono's Electrode,Electrode,048/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Stage 1,Uncommon,Reverse Holofoil,0.37
Iono's Electrode,Electrode,048/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Stage 1,Uncommon,Normal,0.08
N's Joltik,Joltik,049/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.14
N's Joltik,Joltik,049/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.12
Togedemaru,Togedemaru,050/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.11
Togedemaru,Togedemaru,050/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.09
Tapu Koko ex,Tapu Koko,051/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Double Rare,Holofoil,0.64
Iono's Tadbulb,Tadbulb,052/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.22
Iono's Tadbulb,Tadbulb,052/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.16
Iono's Bellibolt ex - 053/159,Bellibolt,053/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Stage 1,Double Rare,Holofoil,0.61
Iono's Wattrel,Wattrel,054/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.16
Iono's Wattrel,Wattrel,054/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.18
Iono's Kilowattrel - 055/159,Kilowattrel,055/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Stage 1,Rare,Holofoil,0.13
Iono's Kilowattrel - 055/159,Kilowattrel,055/159,Journey Together,Scarlet & Violet,Pokemon,Lightning,Stage 1,Rare,Reverse Holofoil,0.33
Lillie's Clefairy ex - 056/159,Clefairy,056/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Double Rare,Holofoil,1.73
Alolan Marowak,Alolan Marowak,057/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.08
Alolan Marowak,Alolan Marowak,057/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Reverse Holofoil,0.2
Mr. Mime,Mr. Mime,058/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.06
Mr. Mime,Mr. Mime,058/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.13
Shuppet,Shuppet,059/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.14
Shuppet,Shuppet,059/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.18
Banette,Banette,060/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Reverse Holofoil,0.32
Banette,Banette,060/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.06
Beldum,Beldum,061/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.13
Beldum,Beldum,061/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.25
Metang,Metang,062/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Common,Normal,0.17
Metang,Metang,062/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Common,Reverse Holofoil,0.21
Metagross,Metagross,063/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 2,Rare,Holofoil,0.15
Metagross,Metagross,063/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 2,Rare,Reverse Holofoil,0.53
N's Sigilyph,Sigilyph,064/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.14
N's Sigilyph,Sigilyph,064/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.09
Oricorio,Oricorio,065/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.08
Oricorio,Oricorio,065/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.14
Lillie's Cutiefly,Cutiefly,066/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.08
Lillie's Cutiefly,Cutiefly,066/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.14
Lillie's Ribombee - 067/159,Ribombee,067/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Rare,Holofoil,0.1
Lillie's Ribombee - 067/159,Ribombee,067/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Rare,Reverse Holofoil,0.45
Lillie's Comfey,Comfey,068/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.14
Lillie's Comfey,Comfey,068/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.1
Mimikyu ex,Mimikyu,069/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Double Rare,Holofoil,1.37
Dhelmise,Dhelmise,070/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.16
Dhelmise,Dhelmise,070/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.06
Impidimp,Impidimp,071/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.12
Impidimp,Impidimp,071/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.04
Morgrem,Morgrem,072/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Common,Normal,0.08
Morgrem,Morgrem,072/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Common,Reverse Holofoil,0.14
Grimmsnarl,Grimmsnarl,073/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 2,Uncommon,Normal,0.04
Grimmsnarl,Grimmsnarl,073/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 2,Uncommon,Reverse Holofoil,0.2
Milcery,Milcery,074/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.07
Milcery,Milcery,074/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.18
Alcremie ex,Alcremie,075/159,Journey Together,Scarlet & Violet,Pokemon,Psychic,Stage 1,Double Rare,Holofoil,0.81
Cubone,Cubone,076/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.14
Cubone,Cubone,076/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.25
Swinub - 077/159,Swinub,077/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.05
Swinub - 077/159,Swinub,077/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.12
Piloswine,Piloswine,078/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Reverse Holofoil,0.16
Piloswine,Piloswine,078/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Normal,0.08
Mamoswine ex - 079/159,Mamoswine,079/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 2,Double Rare,Holofoil,0.65
Larvitar,Larvitar,080/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.23
Larvitar,Larvitar,080/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.11
Pupitar,Pupitar,081/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Normal,0.13
Pupitar,Pupitar,081/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Reverse Holofoil,0.2
Regirock,Regirock,082/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Rare,Reverse Holofoil,0.38
Regirock,Regirock,082/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Rare,Holofoil,0.15
Pancham,Pancham,083/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.14
Pancham,Pancham,083/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.09
Rockruff,Rockruff,084/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.2
Rockruff,Rockruff,084/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.13
Lycanroc - 085/159,Lycanroc,085/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 1,Rare,Holofoil,0.17
Lycanroc - 085/159,Lycanroc,085/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 1,Rare,Reverse Holofoil,0.47
Hop's Silicobra,Silicobra,086/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.23
Hop's Silicobra,Silicobra,086/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.12
Hop's Sandaconda,Sandaconda,087/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Normal,0.04
Hop's Sandaconda,Sandaconda,087/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Reverse Holofoil,0.32
Toedscool,Toedscool,088/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.13
Toedscool,Toedscool,088/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.07
Toedscruel,Toedscruel,089/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Reverse Holofoil,0.35
Toedscruel,Toedscruel,089/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Normal,0.05
Klawf,Klawf,090/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Uncommon,Normal,0.07
Klawf,Klawf,090/159,Journey Together,Scarlet & Violet,Pokemon,Fighting,Basic,Uncommon,Reverse Holofoil,0.19
Koffing,Koffing,091/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Normal,0.08
Koffing,Koffing,091/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Reverse Holofoil,0.12
Weezing,Weezing,092/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Normal,0.05
Weezing,Weezing,092/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Reverse Holofoil,0.38
Paldean Wooper,Paldean Wooper,093/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Normal,0.13
Paldean Wooper,Paldean Wooper,093/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Reverse Holofoil,0.22
Paldean Clodsire ex,Paldean Clodsire,094/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Stage 1,Double Rare,Holofoil,0.61
Tyranitar,Tyranitar,095/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Stage 2,Rare,Holofoil,0.22
Tyranitar,Tyranitar,095/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Stage 2,Rare,Reverse Holofoil,0.66
N's Purrloin,Purrloin,096/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Reverse Holofoil,0.16
N's Purrloin,Purrloin,096/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Normal,0.1
N's Zorua,Zorua,097/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Normal,0.25
N's Zorua,Zorua,097/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Reverse Holofoil,0.28
N's Zoroark ex - 098/159,Zoroark,098/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Stage 1,Double Rare,Holofoil,1.72
Pangoro,Pangoro,099/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Normal,0.03
Pangoro,Pangoro,099/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Reverse Holofoil,0.13
Lokix,Lokix,100/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Normal,0.06
Lokix,Lokix,100/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Reverse Holofoil,0.38
Bombirdier,Bombirdier,101/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Reverse Holofoil,0.19
Bombirdier,Bombirdier,101/159,Journey Together,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Normal,0.17
Escavalier,Escavalier,102/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Stage 1,Uncommon,Normal,0.03
Escavalier,Escavalier,102/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Stage 1,Uncommon,Reverse Holofoil,0.12
N's Klink,Klink,103/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Basic,Common,Normal,0.06
N's Klink,Klink,103/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Basic,Common,Reverse Holofoil,0.13
N's Klang,Klang,104/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Stage 1,Common,Normal,0.15
N's Klang,Klang,104/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Stage 1,Common,Reverse Holofoil,0.21
N's Klinklang,Klinklang,105/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Stage 2,Uncommon,Reverse Holofoil,0.31
N's Klinklang,Klinklang,105/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Stage 2,Uncommon,Normal,0.11
Galarian Stunfisk,Galarian Stunfisk,106/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Basic,Common,Normal,0.11
Galarian Stunfisk,Galarian Stunfisk,106/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Basic,Common,Reverse Holofoil,0.22
Magearna,Magearna,107/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Basic,Rare,Holofoil,0.11
Magearna,Magearna,107/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Basic,Rare,Reverse Holofoil,0.38
Hop's Corviknight,Corviknight,108/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Stage 2,Uncommon,Reverse Holofoil,0.31
Hop's Corviknight,Corviknight,108/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Stage 2,Uncommon,Normal,0.06
Cufant,Cufant,109/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Basic,Common,Normal,0.06
Cufant,Cufant,109/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Basic,Common,Reverse Holofoil,0.17
Copperajah,Copperajah,110/159,Journey Together,Scarlet & Violet,Pokemon,Metal,Stage 1,Uncommon,Reverse Holofoil,0.33
