cardName,cleanName,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,marketPrice
Jigglypuff,Jigglypuff,039/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Reverse Holofoil,0.3
Jigglypuff,Jigglypuff,039/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Normal,0.16
Wigglytuff ex - 040/165,Wigglytuff,040/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Stage 1,Double Rare,Holofoil,1.3
Zubat,Zubat,041/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Normal,0.1
Zubat,Zubat,041/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Reverse Holofoil,0.25
Golbat,Golbat,042/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Normal,0.09
Golbat,Golbat,042/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Reverse Holofoil,0.26
Oddish,Oddish,043/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.25
Oddish,Oddish,043/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.14
Gloom,Gloom,044/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Normal,0.14
Gloom,Gloom,044/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,0.29
Vileplume,Vileplume,045/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 2,Rare,Reverse Holofoil,0.98
Vileplume,Vileplume,045/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 2,Rare,Holofoil,0.25
Paras,Paras,046/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.22
Paras,Paras,046/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.07
Parasect,Parasect,047/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,0.28
Parasect,Parasect,047/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Normal,0.09
Venonat,Venonat,048/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.22
Venonat,Venonat,048/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.1
Venomoth,Venomoth,049/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,0.33
Venomoth,Venomoth,049/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Normal,0.14
Diglett,Diglett,050/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.18
Diglett,Diglett,050/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.05
Dugtrio,Dugtrio,051/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Normal,0.14
Dugtrio,Dugtrio,051/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Reverse Holofoil,0.26
Meowth,Meowth,052/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Normal,0.14
Meowth,Meowth,052/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Reverse Holofoil,0.31
Persian,Persian,053/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Stage 1,Uncommon,Reverse Holofoil,0.3
Persian,Persian,053/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Stage 1,Uncommon,Normal,0.17
Psyduck - 054/165,Psyduck,054/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.35
Psyduck - 054/165,Psyduck,054/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.19
Golduck,Golduck,055/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Normal,0.14
Golduck,Golduck,055/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Reverse Holofoil,0.28
Mankey,Mankey,056/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.1
Mankey,Mankey,056/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.2
Primeape,Primeape,057/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Reverse Holofoil,0.26
Primeape,Primeape,057/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Normal,0.09
Growlithe,Growlithe,058/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.27
Growlithe,Growlithe,058/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.21
Arcanine,Arcanine,059/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Normal,0.25
Arcanine,Arcanine,059/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,0.29
Poliwag,Poliwag,060/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.12
Poliwag,Poliwag,060/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.28
Poliwhirl - 061/165,Poliwhirl,061/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 1,Common,Reverse Holofoil,2.86
Poliwhirl - 061/165,Poliwhirl,061/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 1,Common,Normal,0.25
Poliwrath,Poliwrath,062/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 2,Uncommon,Normal,0.12
Poliwrath,Poliwrath,062/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 2,Uncommon,Reverse Holofoil,0.29
Abra,Abra,063/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.24
Abra,Abra,063/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.13
Kadabra,Kadabra,064/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.18
Kadabra,Kadabra,064/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Reverse Holofoil,0.29
Alakazam ex - 065/165,Alakazam,065/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Psychic,Stage 2,Double Rare,Holofoil,1.69
Machop,Machop,066/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.08
Machop,Machop,066/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.2
Machoke - 067/165,Machoke,067/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Reverse Holofoil,0.26
Machoke - 067/165,Machoke,067/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Normal,0.15
Machamp,Machamp,068/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 2,Rare,Holofoil,0.29
Machamp,Machamp,068/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 2,Rare,Reverse Holofoil,0.97
Bellsprout,Bellsprout,069/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.28
Bellsprout,Bellsprout,069/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.12
Weepinbell,Weepinbell,070/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Normal,0.18
Weepinbell,Weepinbell,070/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Reverse Holofoil,2.0
Victreebel,Victreebel,071/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 2,Uncommon,Reverse Holofoil,0.3
Victreebel,Victreebel,071/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Stage 2,Uncommon,Normal,0.18
Tentacool,Tentacool,072/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.05
Tentacool,Tentacool,072/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.23
Mew ex - 151/165,Mew,151/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Psychic,Basic,Double Rare,Holofoil,8.63
Tentacruel,Tentacruel,073/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Normal,0.19
Tentacruel,Tentacruel,073/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Reverse Holofoil,0.24
Geodude,Geodude,074/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.11
Geodude,Geodude,074/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.25
Rhyhorn,Rhyhorn,111/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.08
Rhyhorn,Rhyhorn,111/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.26
Graveler,Graveler,075/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Normal,0.14
Graveler,Graveler,075/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Reverse Holofoil,0.26
Rhydon,Rhydon,112/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Reverse Holofoil,0.24
Rhydon,Rhydon,112/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 1,Uncommon,Normal,0.11
Golem ex - 076/165,Golem,076/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fighting,Stage 2,Double Rare,Holofoil,1.29
Chansey,Chansey,113/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Rare,Holofoil,0.33
Chansey,Chansey,113/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Rare,Reverse Holofoil,1.36
Tangela - 114/165,Tangela,114/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.09
Tangela - 114/165,Tangela,114/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.32
Kangaskhan ex - 115/165,Kangaskhan,115/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Double Rare,Holofoil,1.19
Horsea,Horsea,116/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.25
Horsea,Horsea,116/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.1
Seadra,Seadra,117/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Normal,0.1
Seadra,Seadra,117/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Reverse Holofoil,0.24
Ponyta,Ponyta,077/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.13
Ponyta,Ponyta,077/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.29
Rapidash,Rapidash,078/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Normal,0.12
Rapidash,Rapidash,078/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,0.3
Magnemite,Magnemite,081/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.11
Magnemite,Magnemite,081/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.29
Magneton,Magneton,082/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Lightning,Stage 1,Uncommon,Normal,0.14
Magneton,Magneton,082/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Lightning,Stage 1,Uncommon,Reverse Holofoil,0.26
Slowpoke,Slowpoke,079/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.18
Slowpoke,Slowpoke,079/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.37
Slowbro,Slowbro,080/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.18
Slowbro,Slowbro,080/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Reverse Holofoil,0.31
Farfetch'd,Farfetch'd,083/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Reverse Holofoil,0.2
Farfetch'd,Farfetch'd,083/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Normal,0.1
Doduo,Doduo,084/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Normal,0.09
Doduo,Doduo,084/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Reverse Holofoil,0.27
Dodrio,Dodrio,085/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Stage 1,Rare,Reverse Holofoil,1.11
Dodrio,Dodrio,085/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Colorless,Stage 1,Rare,Holofoil,0.28
Seel,Seel,086/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.09
Seel,Seel,086/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.27
Dewgong,Dewgong,087/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Reverse Holofoil,0.25
Dewgong,Dewgong,087/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Normal,0.12
Grimer,Grimer,088/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Normal,0.05
Grimer,Grimer,088/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Reverse Holofoil,0.23
Muk,Muk,089/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Reverse Holofoil,0.3
Muk,Muk,089/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Normal,0.15
Shellder,Shellder,090/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.27
Shellder,Shellder,090/165,Scarlet & Violet 151,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.05
