cardName,cleanName,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,marketPrice
Nuzleaf,Nuzleaf,004/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Normal,0.09
Shiftry - 005/162,Shiftry,005/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 2,Uncommon,Reverse Holofoil,0.2
Shiftry - 005/162,Shiftry,005/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 2,Uncommon,Normal,0.09
Ancient Booster Energy Capsule,,140/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Tool,,Uncommon,Reverse Holofoil,0.2
Ancient Booster Energy Capsule,,140/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Tool,,Uncommon,Normal,0.09
Shroomish,Shroomish,006/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.12
Shroomish,Shroomish,006/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.14
Breloom,Breloom,007/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Normal,0.14
Breloom,Breloom,007/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Reverse Holofoil,0.2
Awakening Drum,,141/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Item,,ACE SPEC Rare,Holofoil,0.39
Roselia,Roselia,008/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.14
Roselia,Roselia,008/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.11
Bianca's Devotion - 142/162,Bianca,142/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Normal,0.1
Bianca's Devotion - 142/162,Bianca,142/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.2
Boxed Order,,143/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Reverse Holofoil,0.19
Boxed Order,,143/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Normal,0.12
Torterra ex - 012/162,Torterra,012/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 2,Double Rare,Holofoil,0.88
Buddy-Buddy Poffin,,144/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Normal,0.2
Buddy-Buddy Poffin,,144/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Reverse Holofoil,0.42
Ciphermaniac's Codebreaking - 145/162,Ciphermaniac,145/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.25
Ciphermaniac's Codebreaking - 145/162,Ciphermaniac,145/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Normal,0.15
Eri - 146/162,Eri,146/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.29
Eri - 146/162,Eri,146/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Normal,0.2
Explorer's Guidance - 147/162,Explorer,147/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Normal,0.21
Explorer's Guidance - 147/162,Explorer,147/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.32
Full Metal Lab,,148/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Stadium,,Uncommon,Normal,0.15
Full Metal Lab,,148/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Stadium,,Uncommon,Reverse Holofoil,0.27
Future Booster Energy Capsule,,149/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Tool,,Uncommon,Reverse Holofoil,0.21
Future Booster Energy Capsule,,149/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Tool,,Uncommon,Normal,0.07
Hand Trimmer,,150/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Reverse Holofoil,0.13
Hand Trimmer,,150/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Normal,0.1
Heavy Baton,,151/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Tool,,Uncommon,Reverse Holofoil,0.27
Heavy Baton,,151/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Tool,,Uncommon,Normal,0.16
Hero's Cape,,152/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Tool,,ACE SPEC Rare,Holofoil,15.33
Master Ball,,153/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Item,,ACE SPEC Rare,Holofoil,1.51
Grotle - 011/162,Grotle,011/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Normal,0.15
Grotle - 011/162,Grotle,011/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Common,Reverse Holofoil,0.2
Maximum Belt,,154/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Tool,,ACE SPEC Rare,Holofoil,0.63
Morty's Conviction - 155/162,Morty,155/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Normal,0.18
Morty's Conviction - 155/162,Morty,155/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.29
Cottonee,Cottonee,014/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.11
Cottonee,Cottonee,014/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.08
Perilous Jungle,,156/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Stadium,,Uncommon,Reverse Holofoil,0.24
Perilous Jungle,,156/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Stadium,,Uncommon,Normal,0.12
Prime Catcher,,157/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Item,,ACE SPEC Rare,Holofoil,0.85
Reboot Pod,,158/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Item,,ACE SPEC Rare,Holofoil,0.32
Whimsicott,Whimsicott,015/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Rare,Reverse Holofoil,0.23
Whimsicott,Whimsicott,015/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Rare,Holofoil,0.1
Rescue Board,,159/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Pokemon Tool,,Uncommon,Reverse Holofoil,0.28
Rescue Board,,159/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Pokemon Tool,,Uncommon,Normal,0.15
Deerling - 016/162,Deerling,016/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.12
Deerling - 016/162,Deerling,016/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.15
Salvatore - 160/162,Salvatore,160/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.27
Salvatore - 160/162,Salvatore,160/162,Temporal Forces,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Normal,0.12
Bramblin,Bramblin,020/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.09
Bramblin,Bramblin,020/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.15
Mist Energy,,161/162,Temporal Forces,Scarlet & Violet,Energy,Special Rainbow Energy,,Uncommon,Reverse Holofoil,0.86
Mist Energy,,161/162,Temporal Forces,Scarlet & Violet,Energy,Special Rainbow Energy,,Uncommon,Normal,0.45
Neo Upper Energy,,162/162,Temporal Forces,Scarlet & Violet,Energy,Special Rainbow Energy,,ACE SPEC Rare,Holofoil,14.02
Roserade,Roserade,009/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,0.17
Roserade,Roserade,009/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Normal,0.09
Turtwig,Turtwig,010/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.27
Turtwig,Turtwig,010/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.16
Shaymin,Shaymin,013/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Uncommon,Reverse Holofoil,0.13
Shaymin,Shaymin,013/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Uncommon,Normal,0.08
Sawsbuck - 017/162,Sawsbuck,017/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Normal,0.18
Sawsbuck - 017/162,Sawsbuck,017/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,0.2
Grubbin,Grubbin,018/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.13
Grubbin,Grubbin,018/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.09
Dhelmise,Dhelmise,019/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Uncommon,Reverse Holofoil,0.12
Dhelmise,Dhelmise,019/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Uncommon,Normal,0.12
Brambleghast,Brambleghast,021/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Rare,Holofoil,0.08
Brambleghast,Brambleghast,021/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Rare,Reverse Holofoil,0.18
Scovillain ex,Scovillain,022/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Double Rare,Holofoil,0.61
Rellor,Rellor,023/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.14
Rellor,Rellor,023/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.07
Rabsca,Rabsca,024/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Normal,0.18
Rabsca,Rabsca,024/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,0.23
Iron Leaves ex - 025/162,Iron Leaves,025/162,Temporal Forces,Scarlet & Violet,Pokemon,Grass,Basic,Double Rare,Holofoil,0.8
Ponyta,Ponyta,026/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.14
Ponyta,Ponyta,026/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.2
Rapidash,Rapidash,027/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Normal,0.14
Rapidash,Rapidash,027/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,0.2
Slugma,Slugma,028/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.12
Slugma,Slugma,028/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.07
Magcargo,Magcargo,029/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Stage 1,Rare,Reverse Holofoil,0.25
Magcargo,Magcargo,029/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Stage 1,Rare,Holofoil,0.16
Victini,Victini,030/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.1
Victini,Victini,030/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.2
Heatmor,Heatmor,031/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.14
Heatmor,Heatmor,031/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.08
Litten - 032/162,Litten,032/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.16
Litten - 032/162,Litten,032/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.1
Torracat,Torracat,033/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Stage 1,Common,Normal,0.15
Torracat,Torracat,033/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Stage 1,Common,Reverse Holofoil,0.21
Incineroar ex - 034/162,Incineroar,034/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Stage 2,Double Rare,Holofoil,0.75
Turtonator,Turtonator,035/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.13
Turtonator,Turtonator,035/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.1
Sizzlipede,Sizzlipede,036/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.09
Sizzlipede,Sizzlipede,036/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.13
Centiskorch,Centiskorch,037/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,0.12
Centiskorch,Centiskorch,037/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Normal,0.07
Gouging Fire ex - 038/162,Gouging Fire,038/162,Temporal Forces,Scarlet & Violet,Pokemon,Fire,Basic,Double Rare,Holofoil,0.69
Totodile,Totodile,039/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.32
Totodile,Totodile,039/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.24
Croconaw,Croconaw,040/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Stage 1,Common,Reverse Holofoil,0.33
Croconaw,Croconaw,040/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Stage 1,Common,Normal,0.26
Feraligatr,Feraligatr,041/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Stage 2,Rare,Holofoil,0.25
Feraligatr,Feraligatr,041/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Stage 2,Rare,Reverse Holofoil,0.46
Carvanha,Carvanha,042/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.09
Carvanha,Carvanha,042/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.14
Sharpedo,Sharpedo,043/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Normal,0.21
Sharpedo,Sharpedo,043/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Reverse Holofoil,0.21
Keldeo,Keldeo,044/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Uncommon,Normal,0.16
Keldeo,Keldeo,044/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Uncommon,Reverse Holofoil,0.19
Snom - 045/162,Snom,045/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.13
Snom - 045/162,Snom,045/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.25
Frosmoth,Frosmoth,046/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Stage 1,Common,Normal,0.16
Frosmoth,Frosmoth,046/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Stage 1,Common,Reverse Holofoil,0.19
Wiglett,Wiglett,047/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.18
Wiglett,Wiglett,047/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.13
Finizen,Finizen,048/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.09
Finizen,Finizen,048/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.16
Palafin,Palafin,049/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Reverse Holofoil,0.2
Palafin,Palafin,049/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Stage 1,Uncommon,Normal,0.13
Walking Wake ex - 050/162,Walking Wake,050/162,Temporal Forces,Scarlet & Violet,Pokemon,Water,Basic,Double Rare,Holofoil,0.69
Pikachu,Pikachu,051/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.4
Pikachu,Pikachu,051/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.27
Raichu,Raichu,052/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 1,Common,Normal,0.18
Raichu,Raichu,052/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 1,Common,Reverse Holofoil,0.2
Electabuzz,Electabuzz,053/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.13
Electabuzz,Electabuzz,053/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.08
Electivire,Electivire,054/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 1,Uncommon,Reverse Holofoil,0.13
Electivire,Electivire,054/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 1,Uncommon,Normal,0.13
Charjabug - 055/162,Charjabug,055/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 1,Common,Reverse Holofoil,0.14
Charjabug - 055/162,Charjabug,055/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 1,Common,Normal,0.1
Vikavolt,Vikavolt,056/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 2,Uncommon,Reverse Holofoil,0.15
Vikavolt,Vikavolt,056/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 2,Uncommon,Normal,0.1
Zeraora,Zeraora,057/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Uncommon,Normal,0.1
Zeraora,Zeraora,057/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Uncommon,Reverse Holofoil,0.13
Yamper,Yamper,058/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.23
Yamper,Yamper,058/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.22
Boltund,Boltund,059/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 1,Uncommon,Normal,0.11
Boltund,Boltund,059/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 1,Uncommon,Reverse Holofoil,0.18
Wugtrio ex - 060/162,Wugtrio,060/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Stage 1,Double Rare,Holofoil,0.61
Iron Hands,Iron Hands,061/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Uncommon,Reverse Holofoil,0.22
Iron Hands,Iron Hands,061/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Uncommon,Normal,0.15
Iron Thorns,Iron Thorns,062/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Rare,Holofoil,0.19
Iron Thorns,Iron Thorns,062/162,Temporal Forces,Scarlet & Violet,Pokemon,Lightning,Basic,Rare,Reverse Holofoil,0.27
Mr. Mime,Mr. Mime,063/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.15
Mr. Mime,Mr. Mime,063/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.16
Marill,Marill,064/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.2
Marill,Marill,064/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.27
Azumarill,Azumarill,065/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 1,Common,Reverse Holofoil,0.18
Azumarill,Azumarill,065/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 1,Common,Normal,0.13
Girafarig,Girafarig,066/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.2
Girafarig,Girafarig,066/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.11
Latias,Latias,067/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Uncommon,Reverse Holofoil,0.2
Latias,Latias,067/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Uncommon,Normal,0.12
Bronzor - 068/162,Bronzor,068/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.07
Bronzor - 068/162,Bronzor,068/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.13
Bronzong,Bronzong,069/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Reverse Holofoil,0.14
Bronzong,Bronzong,069/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.08
Solosis,Solosis,070/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.23
Solosis,Solosis,070/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.12
Duosion,Duosion,071/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 1,Common,Reverse Holofoil,0.15
Duosion,Duosion,071/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 1,Common,Normal,0.11
Reuniclus - 072/162,Reuniclus,072/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 2,Uncommon,Reverse Holofoil,0.17
Reuniclus - 072/162,Reuniclus,072/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 2,Uncommon,Normal,0.08
Elgyem,Elgyem,073/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.16
Elgyem,Elgyem,073/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.09
Beheeyem,Beheeyem,074/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.09
Beheeyem,Beheeyem,074/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Reverse Holofoil,0.13
Cutiefly - 075/162,Cutiefly,075/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.2
Cutiefly - 075/162,Cutiefly,075/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.09
Ribombee,Ribombee,076/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.15
Ribombee,Ribombee,076/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Reverse Holofoil,0.17
Scream Tail,Scream Tail,077/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Uncommon,Normal,0.12
Scream Tail,Scream Tail,077/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Uncommon,Reverse Holofoil,0.2
Flutter Mane,Flutter Mane,078/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Rare,Holofoil,0.11
Flutter Mane,Flutter Mane,078/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Rare,Reverse Holofoil,0.2
Iron Valiant - 079/162,Iron Valiant,079/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Uncommon,Normal,0.1
Iron Valiant - 079/162,Iron Valiant,079/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Uncommon,Reverse Holofoil,0.15
Iron Valiant - 080/162,Iron Valiant,080/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Rare,Holofoil,0.12
Iron Valiant - 080/162,Iron Valiant,080/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Rare,Reverse Holofoil,0.19
Iron Crown ex - 081/162,Iron Crown,081/162,Temporal Forces,Scarlet & Violet,Pokemon,Psychic,Basic,Double Rare,Holofoil,0.6
