cardName,cleanName,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,marketPrice
Charmeleon,Charmeleon,021/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Stage 1,Uncommon,Normal,0.12
Mega Charizard Y ex - 022/217,Mega Charizard Y,022/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Stage 2,Double Rare,Holofoil,7.61
Ethan's Slugma,Slugma,023/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Basic,Common,Normal,0.08
Ethan's Magcargo - 024/217,Magcargo,024/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Stage 1,Rare,Holofoil,0.1
Entei,Entei,025/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Basic,Rare,Holofoil,0.19
Ethan's Ho-Oh ex,Ho-Oh,026/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Basic,Double Rare,Holofoil,0.68
Numel - 027/217,Numel,027/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Basic,Common,Normal,0.16
Camerupt,Camerupt,028/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Stage 1,Uncommon,Normal,0.06
Tepig,Tepig,029/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Basic,Common,Normal,0.08
Pignite,Pignite,030/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Stage 1,Uncommon,Normal,0.13
Mega Emboar ex - 031/217,Mega Emboar,031/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Stage 2,Double Rare,Holofoil,1.18
N's Darumaka,Darumaka,032/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Basic,Common,Normal,0.17
N's Darmanitan,Darmanitan,033/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Stage 1,Uncommon,Normal,0.13
Salandit,Salandit,034/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Basic,Common,Normal,0.08
Salazzle - 035/217,Salazzle,035/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Stage 1,Uncommon,Normal,0.11
Scorbunny - 036/217,Scorbunny,036/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Basic,Common,Normal,0.1
Raboot,Raboot,037/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Stage 1,Common,Normal,0.12
Cinderace ex,Cinderace,038/217,Ascended Heroes,Mega Evolution,Pokemon,Fire,Stage 2,Double Rare,Holofoil,0.58
Psyduck - 039/217,Psyduck,039/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Basic,Common,Normal,0.25
Golduck,Golduck,040/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Stage 1,Uncommon,Normal,0.12
Totodile,Totodile,041/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Basic,Common,Normal,0.11
Croconaw,Croconaw,042/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Stage 1,Uncommon,Normal,0.09
Mega Feraligatr ex - 043/217,Mega Feraligatr,043/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Stage 2,Double Rare,Holofoil,1.92
Sneasel,Sneasel,044/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Basic,Common,Normal,0.06
Weavile - 045/217,Weavile,045/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Stage 1,Uncommon,Normal,0.06
Snorunt - 046/217,Snorunt,046/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Basic,Common,Normal,0.17
Mega Froslass ex - 047/217,Mega Froslass,047/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Stage 1,Double Rare,Holofoil,6.68
Regice ex,Regice,048/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Basic,Double Rare,Holofoil,0.68
N's Vanillite,Vanillite,049/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Basic,Common,Normal,0.2
N's Vanillish,Vanillish,050/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Stage 1,Common,Normal,0.26
N's Vanilluxe,Vanilluxe,051/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Stage 2,Uncommon,Normal,0.19
Snom,Snom,052/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Basic,Common,Normal,0.11
Frosmoth,Frosmoth,053/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Stage 1,Uncommon,Normal,0.1
Glastrier,Glastrier,054/217,Ascended Heroes,Mega Evolution,Pokemon,Water,Basic,Uncommon,Normal,0.17
Pikachu,Pikachu,055/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Common,Normal,0.23
Raichu,Raichu,056/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Stage 1,Uncommon,Normal,0.12
Pikachu ex - 057/217,Pikachu,057/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Double Rare,Holofoil,2.82
Voltorb ex,Voltorb,058/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Double Rare,Holofoil,0.67
Tynamo,Tynamo,059/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Common,Normal,0.13
Eelektrik,Eelektrik,060/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Stage 1,Uncommon,Normal,0.08
Mega Eelektross ex - 061/217,Mega Eelektross,061/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Stage 2,Double Rare,Holofoil,1.12
Stunfisk,Stunfisk,062/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Common,Normal,0.14
Helioptile,Helioptile,063/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Common,Normal,0.09
Heliolisk - 064/217,Heliolisk,064/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Stage 1,Uncommon,Normal,0.08
Charjabug,Charjabug,065/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Stage 1,Common,Normal,0.08
Vikavolt - 066/217,Vikavolt,066/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Stage 2,Uncommon,Normal,0.05
Tapu Koko,Tapu Koko,067/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Rare,Holofoil,0.08
Hop's Pincurchin ex,Pincurchin,068/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Double Rare,Holofoil,0.54
Iono's Tadbulb,Tadbulb,069/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Common,Normal,0.14
Iono's Bellibolt ex - 070/217,Bellibolt,070/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Stage 1,Double Rare,Holofoil,0.6
Iono's Wattrel - 071/217,Wattrel,071/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Common,Normal,0.07
Iono's Kilowattrel,Kilowattrel,072/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Stage 1,Rare,Holofoil,0.15
Miraidon ex,Miraidon,073/217,Ascended Heroes,Mega Evolution,Pokemon,Lightning,Basic,Double Rare,Holofoil,0.57
Clefairy,Clefairy,074/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.15
Clefable,Clefable,075/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.15
Lillie's Clefairy ex - 076/217,Clefairy,076/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Double Rare,Holofoil,1.56
Team Rocket's Exeggcute,Exeggcute,077/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.1
Team Rocket's Exeggutor,Exeggutor,078/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 1,Rare,Holofoil,0.12
Team Rocket's Mewtwo ex - 079/217,Mewtwo,079/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Double Rare,Holofoil,1.35
Togepi,Togepi,080/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.08
Togetic,Togetic,081/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 1,Common,Normal,0.1
Togekiss - 082/217,Togekiss,082/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 2,Rare,Holofoil,0.1
Marill - 083/217,Marill,083/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.16
Azumarill ex,Azumarill,084/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 1,Double Rare,Holofoil,0.7
Misdreavus - 085/217,Misdreavus,085/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.07
Mismagius,Mismagius,086/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 1,Rare,Holofoil,0.09
Ralts,Ralts,087/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.19
Kirlia,Kirlia,088/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 1,Common,Normal,0.16
Mega Gardevoir ex,Mega Gardevoir,089/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 2,Double Rare,Holofoil,0.77
Shuppet,Shuppet,090/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.08
Banette - 091/217,Banette,091/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.13
Rotom,Rotom,092/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.2
Swirlix,Swirlix,093/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.15
Slurpuff - 094/217,Slurpuff,094/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.09
Hop's Phantump,Phantump,095/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.19
Hop's Trevenant - 096/217,Trevenant,096/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Stage 1,Rare,Holofoil,0.14
Team Rocket's Mimikyu - 097/217,Mimikyu,097/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Uncommon,Normal,0.16
Spectrier,Spectrier,098/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Rare,Holofoil,0.1
Munkidori,Munkidori,099/217,Ascended Heroes,Mega Evolution,Pokemon,Psychic,Basic,Rare,Holofoil,0.17
Team Rocket's Diglett,Diglett,100/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Common,Normal,0.09
Team Rocket's Dugtrio - 101/217,Dugtrio,101/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Stage 1,Uncommon,Normal,0.12
Hitmontop - 102/217,Hitmontop,102/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Common,Normal,0.1
Meditite,Meditite,103/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Common,Normal,0.06
Medicham - 104/217,Medicham,104/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Stage 1,Common,Normal,0.08
Lunatone,Lunatone,105/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Rare,Holofoil,0.08
Solrock,Solrock,106/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Uncommon,Normal,0.08
Regirock ex,Regirock,107/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Double Rare,Holofoil,0.48
Groudon,Groudon,108/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Rare,Holofoil,0.11
Cynthia's Gible,Gible,109/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Common,Normal,0.07
Cynthia's Gabite,Gabite,110/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Stage 1,Uncommon,Normal,0.22
Cynthia's Garchomp ex,Garchomp,111/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Stage 2,Double Rare,Holofoil,0.78
Riolu,Riolu,112/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Common,Normal,0.19
Mega Lucario ex,Mega Lucario,113/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Stage 1,Double Rare,Holofoil,1.32
Stunfisk ex - 114/217,Stunfisk,114/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Double Rare,Holofoil,0.57
Pancham,Pancham,115/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Common,Normal,0.13
Mega Hawlucha ex - 116/217,Mega Hawlucha,116/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Double Rare,Holofoil,1.07
Carbink - 117/217,Carbink,117/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Uncommon,Normal,0.09
Rolycoly,Rolycoly,118/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Common,Normal,0.05
Carkol,Carkol,119/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Stage 1,Common,Normal,0.06
Coalossal,Coalossal,120/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Stage 2,Rare,Holofoil,0.1
Koraidon ex,Koraidon,121/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Double Rare,Holofoil,0.58
Okidogi,Okidogi,122/217,Ascended Heroes,Mega Evolution,Pokemon,Fighting,Basic,Rare,Holofoil,0.09
Gastly,Gastly,123/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Common,Normal,0.08
Haunter,Haunter,124/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Stage 1,Uncommon,Normal,0.1
Mega Gengar ex - 125/217,Mega Gengar,125/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Stage 2,Double Rare,Holofoil,2.83
Team Rocket's Murkrow,Murkrow,126/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Common,Normal,0.1
Team Rocket's Honchkrow,Honchkrow,127/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Stage 1,Rare,Holofoil,0.33
Poochyena,Poochyena,128/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Common,Normal,0.09
Mightyena - 129/217,Mightyena,129/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Stage 1,Uncommon,Normal,0.08
Galarian Zigzagoon,Galarian Zigzagoon,130/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Common,Normal,0.06
Galarian Linoone,Galarian Linoone,131/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Stage 1,Common,Normal,0.07
Galarian Obstagoon - 132/217,Galarian Obstagoon,132/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Stage 2,Uncommon,Normal,0.16
Cynthia's Spiritomb - 133/217,Spiritomb,133/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Uncommon,Normal,0.06
Scraggy,Scraggy,134/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Common,Normal,0.07
Mega Scrafty ex - 135/217,Mega Scrafty,135/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Stage 1,Double Rare,Holofoil,0.87
N's Zorua,Zorua,136/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Common,Normal,0.22
N's Zoroark ex - 137/217,Zoroark,137/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Stage 1,Double Rare,Holofoil,1.08
Vullaby,Vullaby,138/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Common,Normal,0.1
Mandibuzz ex,Mandibuzz,139/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Stage 1,Double Rare,Holofoil,0.56
Pangoro,Pangoro,140/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Stage 1,Uncommon,Normal,0.14
Hoopa,Hoopa,141/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Rare,Holofoil,0.1
Fezandipiti ex - 142/217,Fezandipiti,142/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Double Rare,Holofoil,3.44
Pecharunt,Pecharunt,143/217,Ascended Heroes,Mega Evolution,Pokemon,Darkness,Basic,Rare,Holofoil,0.08
Mawile - 144/217,Mawile,144/217,Ascended Heroes,Mega Evolution,Pokemon,Metal,Basic,Uncommon,Normal,0.08
Registeel ex,Registeel,145/217,Ascended Heroes,Mega Evolution,Pokemon,Metal,Basic,Double Rare,Holofoil,0.61
Pawniard,Pawniard,146/217,Ascended Heroes,Mega Evolution,Pokemon,Metal,Basic,Common,Normal,0.07
Bisharp,Bisharp,147/217,Ascended Heroes,Mega Evolution,Pokemon,Metal,Stage 1,Common,Normal,0.09
Kingambit,Kingambit,148/217,Ascended Heroes,Mega Evolution,Pokemon,Metal,Stage 2,Rare,Holofoil,0.11
Togedemaru ex,Togedemaru,149/217,Ascended Heroes,Mega Evolution,Pokemon,Metal,Basic,Double Rare,Holofoil,0.58
Dratini,Dratini,150/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Basic,Common,Normal,0.18
Dragonair,Dragonair,151/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Stage 1,Uncommon,Normal,0.25
Mega Dragonite ex - 152/217,Mega Dragonite,152/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Stage 2,Double Rare,Holofoil,4.86
Rayquaza,Rayquaza,153/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Basic,Rare,Holofoil,0.22
N's Reshiram,Reshiram,154/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Basic,Rare,Holofoil,0.21
N's Zekrom,Zekrom,155/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Basic,Rare,Holofoil,0.33
Noibat,Noibat,156/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Basic,Common,Normal,0.09
Noivern,Noivern,157/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Stage 1,Uncommon,Normal,0.12
Dreepy - 158/217,Dreepy,158/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Basic,Common,Normal,0.1
Drakloak - 159/217,Drakloak,159/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Stage 1,Common,Normal,0.12
Dragapult ex,Dragapult,160/217,Ascended Heroes,Mega Evolution,Pokemon,Dragon,Stage 2,Double Rare,Holofoil,1.14
Team Rocket's Meowth,Meowth,161/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Common,Normal,0.1
Team Rocket's Kangaskhan ex,Kangaskhan,162/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Double Rare,Holofoil,0.92
Larry's Dunsparce,Dunsparce,163/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Common,Normal,0.14
Larry's Dudunsparce ex,Dudunsparce,164/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Stage 1,Double Rare,Holofoil,0.61
Skitty,Skitty,165/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Common,Normal,0.18
Delcatty,Delcatty,166/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Stage 1,Uncommon,Normal,0.09
Zangoose ex,Zangoose,167/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Double Rare,Holofoil,0.61
Larry's Starly,Starly,168/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Common,Normal,0.1
Larry's Staravia,Staravia,169/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Stage 1,Uncommon,Normal,0.11
Larry's Staraptor - 170/217,Staraptor,170/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Stage 2,Rare,Holofoil,0.07
Fan Rotom - 171/217,Fan Rotom,171/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Common,Normal,0.07
Mega Audino ex - 172/217,Mega Audino,172/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Double Rare,Holofoil,1.18
Larry's Rufflet,Rufflet,173/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Common,Normal,0.16
Larry's Braviary,Braviary,174/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Stage 1,Uncommon,Normal,0.06
Larry's Komala,Komala,175/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Common,Normal,0.11
Drampa,Drampa,176/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Uncommon,Normal,0.07
Hop's Cramorant,Cramorant,177/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Uncommon,Normal,0.12
Terapagos,Terapagos,178/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Rare,Holofoil,0.11
Terapagos ex,Terapagos,179/217,Ascended Heroes,Mega Evolution,Pokemon,Colorless,Basic,Double Rare,Holofoil,0.62
Acerola's Mischief,Acerola,180/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Supporter,,Uncommon,Normal,0.04
Acerola's Mischief,Acerola,180/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.22
Air Balloon,,181/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Pokemon Tool,,Uncommon,Reverse Holofoil,0.36
Air Balloon,,181/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Pokemon Tool,,Uncommon,Normal,0.18
Anthea & Concordia - 182/217,Anthea & Concordia,182/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Supporter,,Uncommon,Normal,0.07
Anthea & Concordia - 182/217,Anthea & Concordia,182/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.28
Boss's Orders [Corbeau] - 183/217,Boss,183/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.88
Boss's Orders [Corbeau] - 183/217,Boss,183/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Supporter,,Uncommon,Normal,0.22
Buddy-Buddy Poffin,,184/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Item,,Common,Normal,0.09
Buddy-Buddy Poffin,,184/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Item,,Common,Reverse Holofoil,0.24
Canari - 185/217,Canari,185/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.56
Canari - 185/217,Canari,185/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Supporter,,Uncommon,Normal,0.29
Counter Gain - 186/217,,186/217,Ascended Heroes,Mega Evolution,Trainer,Trainer - Pokemon Tool,,Common,Normal,0.15
