cardName,cleanName,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,marketPrice
Annihilape,Annihilape,100/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 2,Uncommon,Normal,0.08
Annihilape,Annihilape,100/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 2,Uncommon,Reverse Holofoil,0.22
Appletun - 140/191,Appletun,140/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Stage 1,Uncommon,Reverse Holofoil,0.25
Appletun - 140/191,Appletun,140/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Stage 1,Uncommon,Normal,0.09
Appletun - 211/191,Appletun,211/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Stage 1,Illustration Rare,Holofoil,7.56
Applin,Applin,138/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Basic,Common,Normal,0.15
Applin,Applin,138/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Basic,Common,Reverse Holofoil,0.21
Archaludon ex - 130/191,Archaludon,130/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Stage 1,Double Rare,Holofoil,0.63
Archaludon ex - 224/191,Archaludon,224/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Stage 1,Ultra Rare,Holofoil,0.98
Archaludon ex - 241/191,Archaludon,241/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Stage 1,Special Illustration Rare,Holofoil,12.26
Armarouge,Armarouge,034/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,0.3
Armarouge,Armarouge,034/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Normal,0.06
Azelf,Azelf,080/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.12
Azelf,Azelf,080/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.27
Azumarill,Azumarill,074/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.1
Azumarill,Azumarill,074/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Reverse Holofoil,0.25
Babiri Berry,,163/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Pokemon Tool,,Uncommon,Reverse Holofoil,0.15
Babiri Berry,,163/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Pokemon Tool,,Uncommon,Normal,0.07
Black Kyurem ex - 048/191,Black Kyurem,048/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Double Rare,Holofoil,0.66
Black Kyurem ex - 218/191,Black Kyurem,218/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Ultra Rare,Holofoil,2.67
Blitzle,Blitzle,062/191,Surging Sparks,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.09
Blitzle,Blitzle,062/191,Surging Sparks,Scarlet & Violet,Pokemon,Lightning,Basic,Common,Normal,0.02
Bouffalant,Bouffalant,151/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Normal,0.03
Bouffalant,Bouffalant,151/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Reverse Holofoil,0.14
Braviary - 153/191,Braviary,153/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Stage 1,Uncommon,Reverse Holofoil,0.23
Braviary - 153/191,Braviary,153/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Stage 1,Uncommon,Normal,0.09
Braviary - 214/191,Braviary,214/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Stage 1,Illustration Rare,Holofoil,5.1
Brilliant Blender,,164/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,ACE SPEC Rare,Holofoil,0.53
Bronzong,Bronzong,127/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Stage 1,Common,Normal,0.04
Bronzong,Bronzong,127/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Stage 1,Common,Reverse Holofoil,0.12
Bronzor,Bronzor,126/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Basic,Common,Normal,0.03
Bronzor,Bronzor,126/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Basic,Common,Reverse Holofoil,0.11
Bruxish - 049/191,Bruxish,049/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Uncommon,Normal,0.05
Bruxish - 049/191,Bruxish,049/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Uncommon,Reverse Holofoil,0.24
Bruxish - 200/191,Bruxish,200/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Illustration Rare,Holofoil,2.26
Call Bell,,165/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Reverse Holofoil,0.16
Call Bell,,165/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Normal,0.04
Capsakid,Capsakid,012/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.1
Capsakid,Capsakid,012/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.07
Castform Sunny Form - 020/191,Castform Sunny Form,020/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.06
Castform Sunny Form - 020/191,Castform Sunny Form,020/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.14
Castform Sunny Form - 195/191,Castform Sunny Form,195/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Illustration Rare,Holofoil,7.35
Centiskorch,Centiskorch,028/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Stage 1,Common,Normal,0.1
Centiskorch,Centiskorch,028/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Stage 1,Common,Reverse Holofoil,0.09
Ceruledge - 035/191,Ceruledge,035/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,0.22
Ceruledge - 035/191,Ceruledge,035/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Stage 1,Uncommon,Normal,0.08
Ceruledge - 197/191,Ceruledge,197/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Stage 1,Illustration Rare,Holofoil,19.46
Ceruledge ex,Ceruledge,036/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Stage 1,Double Rare,Holofoil,1.59
Cetitan - 054/191,Cetitan,054/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Stage 1,Common,Normal,0.04
Cetitan - 054/191,Cetitan,054/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Stage 1,Common,Reverse Holofoil,0.13
Cetitan - 201/191,Cetitan,201/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Stage 1,Illustration Rare,Holofoil,2.61
Cetoddle,Cetoddle,053/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.17
Cetoddle,Cetoddle,053/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.05
Charcadet - 032/191,Charcadet,032/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.2
Charcadet - 032/191,Charcadet,032/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.14
Charcadet - 033/191,Charcadet,033/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.09
Charcadet - 033/191,Charcadet,033/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.1
Chien-Pao,Chien-Pao,056/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Rare,Holofoil,0.18
Chien-Pao,Chien-Pao,056/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Rare,Reverse Holofoil,0.28
Chill Teaser Toy,,166/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Normal,0.09
Chill Teaser Toy,,166/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Reverse Holofoil,0.24
Clemont's Quick Wit - 167/191,Clemont,167/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Normal,0.11
Clemont's Quick Wit - 167/191,Clemont,167/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.21
Clemont's Quick Wit - 229/191,Clemont,229/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Ultra Rare,Holofoil,1.16
Clemont's Quick Wit - 243/191,Clemont,243/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Special Illustration Rare,Holofoil,8.52
Clobbopus - 112/191,Clobbopus,112/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.06
Clobbopus - 112/191,Clobbopus,112/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.11
Clobbopus - 207/191,Clobbopus,207/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Basic,Illustration Rare,Holofoil,5.72
Cofagrigus,Cofagrigus,083/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Stage 1,Rare,Holofoil,0.15
Cofagrigus,Cofagrigus,083/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Stage 1,Rare,Reverse Holofoil,0.27
Colbur Berry,,168/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Pokemon Tool,,Uncommon,Reverse Holofoil,0.25
Colbur Berry,,168/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Pokemon Tool,,Uncommon,Normal,0.07
Counter Gain,,169/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Pokemon Tool,,Uncommon,Normal,0.13
Counter Gain,,169/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Pokemon Tool,,Uncommon,Reverse Holofoil,0.27
Crocalor,Crocalor,030/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Stage 1,Common,Reverse Holofoil,0.11
Crocalor,Crocalor,030/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Stage 1,Common,Normal,0.04
Cryogonal,Cryogonal,047/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.12
Cryogonal,Cryogonal,047/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.09
Cyclizar ex - 159/191,Cyclizar,159/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Basic,Double Rare,Holofoil,0.62
Cyclizar ex - 228/191,Cyclizar,228/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Basic,Ultra Rare,Holofoil,1.88
Cyrano - 170/191,Cyrano,170/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.33
Cyrano - 170/191,Cyrano,170/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Normal,0.23
Cyrano - 230/191,Cyrano,230/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Ultra Rare,Holofoil,5.63
Dedenne,Dedenne,087/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.14
Dedenne,Dedenne,087/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.1
Deduction Kit,,171/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Normal,0.1
Deduction Kit,,171/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Reverse Holofoil,0.19
Deino,Deino,117/191,Surging Sparks,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Normal,0.1
Deino,Deino,117/191,Surging Sparks,Scarlet & Violet,Pokemon,Darkness,Basic,Common,Reverse Holofoil,0.19
Dhelmise,Dhelmise,010/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.07
Dhelmise,Dhelmise,010/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.11
Dialga,Dialga,135/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Basic,Rare,Reverse Holofoil,0.21
Dialga,Dialga,135/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Basic,Rare,Holofoil,0.09
Donphan,Donphan,103/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Normal,0.06
Donphan,Donphan,103/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Reverse Holofoil,0.15
Dragon Elixir,,172/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Reverse Holofoil,0.2
Dragon Elixir,,172/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Normal,0.05
Drasna - 173/191,Drasna,173/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Common,Normal,0.11
Drasna - 173/191,Drasna,173/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Common,Reverse Holofoil,0.25
Drasna - 231/191,Drasna,231/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Ultra Rare,Holofoil,1.02
Drayton - 174/191,Drayton,174/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Reverse Holofoil,0.25
Drayton - 174/191,Drayton,174/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Uncommon,Normal,0.17
Drayton - 232/191,Drayton,232/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Ultra Rare,Holofoil,1.36
Drayton - 244/191,Drayton,244/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Supporter,,Special Illustration Rare,Holofoil,8.49
Drilbur,Drilbur,108/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.04
Drilbur,Drilbur,108/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.13
Duraludon,Duraludon,129/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Basic,Common,Normal,0.02
Duraludon,Duraludon,129/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Basic,Common,Reverse Holofoil,0.1
Durant ex - 004/191,Durant,004/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Double Rare,Holofoil,0.46
Durant ex - 215/191,Durant,215/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Ultra Rare,Holofoil,0.9
Durant ex - 236/191,Durant,236/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Special Illustration Rare,Holofoil,28.87
Dusk Ball,,175/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Normal,0.12
Dusk Ball,,175/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,Uncommon,Reverse Holofoil,0.25
Eevee,Eevee,143/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Normal,0.17
Eevee,Eevee,143/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Reverse Holofoil,0.43
Energy Search Pro,,176/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Item,,ACE SPEC Rare,Holofoil,0.53
Enriching Energy,,191/191,Surging Sparks,Scarlet & Violet,Energy,Special Multi Energy,,ACE SPEC Rare,Holofoil,3.55
Espathra,Espathra,095/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Reverse Holofoil,0.17
Espathra,Espathra,095/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.04
Espurr,Espurr,084/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.24
Espurr,Espurr,084/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.14
Eternatus,Eternatus,141/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Basic,Rare,Holofoil,0.19
Eternatus,Eternatus,141/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Basic,Rare,Reverse Holofoil,0.25
Excadrill,Excadrill,109/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Reverse Holofoil,0.08
Excadrill,Excadrill,109/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Normal,0.04
Exeggcute - 001/191,Exeggcute,001/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.09
Exeggcute - 001/191,Exeggcute,001/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.19
Exeggcute - 002/191,Exeggcute,002/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.24
Exeggcute - 002/191,Exeggcute,002/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Common,Normal,0.14
Exeggcute - 192/191,Exeggcute,192/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Basic,Illustration Rare,Holofoil,6.78
Exeggutor,Exeggutor,003/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,0.16
Exeggutor,Exeggutor,003/191,Surging Sparks,Scarlet & Violet,Pokemon,Grass,Stage 1,Uncommon,Normal,0.03
Feebas - 041/191,Feebas,041/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Common,Normal,0.07
Feebas - 041/191,Feebas,041/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Common,Reverse Holofoil,0.2
Feebas - 198/191,Feebas,198/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Illustration Rare,Holofoil,7.76
Flamigo ex,Flamigo,160/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Basic,Double Rare,Holofoil,0.5
Flapple - 139/191,Flapple,139/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Stage 1,Uncommon,Reverse Holofoil,0.24
Flapple - 139/191,Flapple,139/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Stage 1,Uncommon,Normal,0.1
Flapple - 210/191,Flapple,210/191,Surging Sparks,Scarlet & Violet,Pokemon,Dragon,Stage 1,Illustration Rare,Holofoil,3.66
Flittle,Flittle,094/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.06
Flittle,Flittle,094/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.09
Flutter Mane,Flutter Mane,096/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Uncommon,Normal,0.09
Flutter Mane,Flutter Mane,096/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Uncommon,Reverse Holofoil,0.17
Flygon ex - 106/191,Flygon,106/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 2,Double Rare,Holofoil,0.76
Flygon ex - 222/191,Flygon,222/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 2,Ultra Rare,Holofoil,2.86
Fuecoco,Fuecoco,029/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Common,Normal,0.08
Fuecoco,Fuecoco,029/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Common,Reverse Holofoil,0.17
Gastrodon,Gastrodon,107/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 1,Rare,Holofoil,0.08
Gastrodon,Gastrodon,107/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 1,Rare,Reverse Holofoil,0.16
Gholdengo,Gholdengo,131/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Stage 1,Uncommon,Reverse Holofoil,0.22
Gholdengo,Gholdengo,131/191,Surging Sparks,Scarlet & Violet,Pokemon,Metal,Stage 1,Uncommon,Normal,0.12
Gimmighoul,Gimmighoul,097/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Normal,0.15
Gimmighoul,Gimmighoul,097/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.22
Glimmet,Glimmet,114/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.09
Glimmet,Glimmet,114/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Basic,Common,Normal,0.04
Glimmora,Glimmora,115/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Normal,0.1
Glimmora,Glimmora,115/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Reverse Holofoil,0.17
Gouging Fire,Gouging Fire,038/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Rare,Reverse Holofoil,0.23
Gouging Fire,Gouging Fire,038/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Rare,Holofoil,0.11
Grafaiai,Grafaiai,121/191,Surging Sparks,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Normal,0.03
Grafaiai,Grafaiai,121/191,Surging Sparks,Scarlet & Violet,Pokemon,Darkness,Stage 1,Uncommon,Reverse Holofoil,0.16
Grapploct,Grapploct,113/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Normal,0.06
Grapploct,Grapploct,113/191,Surging Sparks,Scarlet & Violet,Pokemon,Fighting,Stage 1,Common,Reverse Holofoil,0.1
Gravity Mountain,,177/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Stadium,,Uncommon,Reverse Holofoil,0.35
Gravity Mountain,,177/191,Surging Sparks,Scarlet & Violet,Trainer,Trainer - Stadium,,Uncommon,Normal,0.12
Heliolisk,Heliolisk,155/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Stage 1,Common,Reverse Holofoil,0.12
Heliolisk,Heliolisk,155/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Stage 1,Common,Normal,0.05
Helioptile,Helioptile,154/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Reverse Holofoil,0.12
Helioptile,Helioptile,154/191,Surging Sparks,Scarlet & Violet,Pokemon,Colorless,Basic,Common,Normal,0.05
Ho-Oh,Ho-Oh,019/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Uncommon,Normal,0.11
Ho-Oh,Ho-Oh,019/191,Surging Sparks,Scarlet & Violet,Pokemon,Fire,Basic,Uncommon,Reverse Holofoil,0.3
Hydreigon ex - 119/191,Hydreigon,119/191,Surging Sparks,Scarlet & Violet,Pokemon,Darkness,Stage 2,Double Rare,Holofoil,0.64
Hydreigon ex - 223/191,Hydreigon,223/191,Surging Sparks,Scarlet & Violet,Pokemon,Darkness,Stage 2,Ultra Rare,Holofoil,4.91
Hydreigon ex - 240/191,Hydreigon,240/191,Surging Sparks,Scarlet & Violet,Pokemon,Darkness,Stage 2,Special Illustration Rare,Holofoil,40.07
Indeedee,Indeedee,093/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Uncommon,Reverse Holofoil,0.16
Indeedee,Indeedee,093/191,Surging Sparks,Scarlet & Violet,Pokemon,Psychic,Basic,Uncommon,Normal,0.08
Iron Bundle,Iron Bundle,055/191,Surging Sparks,Scarlet & Violet,Pokemon,Water,Basic,Uncommon,Normal,0.08
