cardName,cleanName,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,marketPrice
Flygon - 053/094,Flygon,053/094,Phantasmal Flames,Mega Evolution,Pokemon,Fighting,Stage 2,Rare,Reverse Holofoil,0.21
Flygon - 053/094,Flygon,053/094,Phantasmal Flames,Mega Evolution,Pokemon,Fighting,Stage 2,Rare,Holofoil,0.12
Flygon - 101/094,Flygon,101/094,Phantasmal Flames,Mega Evolution,Pokemon,Fighting,Stage 2,Illustration Rare,Holofoil,4.13
Genesect,Genesect,008/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Rare,Holofoil,0.13
Genesect,Genesect,008/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Rare,Reverse Holofoil,0.18
Gligar,Gligar,049/094,Phantasmal Flames,Mega Evolution,Pokemon,Fighting,Basic,Common,Normal,0.08
Gligar,Gligar,049/094,Phantasmal Flames,Mega Evolution,Pokemon,Fighting,Basic,Common,Reverse Holofoil,0.21
Gliscor,Gliscor,050/094,Phantasmal Flames,Mega Evolution,Pokemon,Fighting,Stage 1,Uncommon,Reverse Holofoil,0.23
Gliscor,Gliscor,050/094,Phantasmal Flames,Mega Evolution,Pokemon,Fighting,Stage 1,Uncommon,Normal,0.11
Gloom,Gloom,002/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Stage 1,Common,Reverse Holofoil,0.16
Gloom,Gloom,002/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Stage 1,Common,Normal,0.09
Granbull,Granbull,038/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Stage 1,Uncommon,Normal,0.09
Granbull,Granbull,038/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Stage 1,Uncommon,Reverse Holofoil,0.18
Grimsley's Move - 120/094,Grimsley,120/094,Phantasmal Flames,Mega Evolution,Trainer,Trainer - Supporter,,Ultra Rare,Holofoil,1.23
Honchkrow,Honchkrow,058/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Stage 1,Uncommon,Reverse Holofoil,0.17
Honchkrow,Honchkrow,058/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Stage 1,Uncommon,Normal,0.09
Ignition Energy,,124/094,Phantasmal Flames,Mega Evolution,Energy,Special Multi Energy,,Ultra Rare,Holofoil,2.45
Jigglypuff,Jigglypuff,076/094,Phantasmal Flames,Mega Evolution,Pokemon,Colorless,Basic,Common,Normal,0.17
Jigglypuff,Jigglypuff,076/094,Phantasmal Flames,Mega Evolution,Pokemon,Colorless,Basic,Common,Reverse Holofoil,0.25
Jumbo Ice Cream,,091/094,Phantasmal Flames,Mega Evolution,Trainer,Trainer - Item,,Uncommon,Reverse Holofoil,0.26
Jumbo Ice Cream,,091/094,Phantasmal Flames,Mega Evolution,Trainer,Trainer - Item,,Uncommon,Normal,0.15
Krokorok,Krokorok,065/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Stage 1,Common,Reverse Holofoil,0.18
Krokorok,Krokorok,065/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Stage 1,Common,Normal,0.09
Krookodile,Krookodile,066/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Stage 2,Uncommon,Reverse Holofoil,0.16
Krookodile,Krookodile,066/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Stage 2,Uncommon,Normal,0.14
Linoone,Linoone,082/094,Phantasmal Flames,Mega Evolution,Pokemon,Colorless,Stage 1,Uncommon,Reverse Holofoil,0.15
Linoone,Linoone,082/094,Phantasmal Flames,Mega Evolution,Pokemon,Colorless,Stage 1,Uncommon,Normal,0.06
Lokix,Lokix,010/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Stage 1,Uncommon,Normal,0.08
Lokix,Lokix,010/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,0.16
Lombre,Lombre,006/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Stage 1,Common,Reverse Holofoil,0.17
Lombre,Lombre,006/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Stage 1,Common,Normal,0.11
Lotad,Lotad,005/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Common,Normal,0.15
Lotad,Lotad,005/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.22
Ludicolo - 007/094,Ludicolo,007/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Stage 2,Uncommon,Reverse Holofoil,0.14
Ludicolo - 007/094,Ludicolo,007/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Stage 2,Uncommon,Normal,0.17
Ludicolo - 095/094,Ludicolo,095/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Stage 2,Illustration Rare,Holofoil,2.13
Mamoswine,Mamoswine,025/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Stage 2,Uncommon,Reverse Holofoil,0.17
Mamoswine,Mamoswine,025/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Stage 2,Uncommon,Normal,0.09
Mega Charizard X ex - 013/094,Mega Charizard X,013/094,Phantasmal Flames,Mega Evolution,Pokemon,Fire,Stage 2,Double Rare,Holofoil,4.81
Mega Charizard X ex - 109/094,Mega Charizard X,109/094,Phantasmal Flames,Mega Evolution,Pokemon,Fire,Stage 2,Ultra Rare,Holofoil,33.87
Mega Charizard X ex - 125/094,Mega Charizard X,125/094,Phantasmal Flames,Mega Evolution,Pokemon,Fire,Stage 2,Special Illustration Rare,Holofoil,842.79
Mega Charizard X ex - 130/094,Mega Charizard X,130/094,Phantasmal Flames,Mega Evolution,Pokemon,Fire,Stage 2,Mega Hyper Rare,Holofoil,353.6
Mega Heracross ex - 004/094,Mega Heracross,004/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Double Rare,Holofoil,0.56
Mega Heracross ex - 108/094,Mega Heracross,108/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Ultra Rare,Holofoil,2.12
Mega Lopunny ex - 084/094,Mega Lopunny,084/094,Phantasmal Flames,Mega Evolution,Pokemon,Colorless,Stage 1,Double Rare,Holofoil,0.75
Mega Lopunny ex - 115/094,Mega Lopunny,115/094,Phantasmal Flames,Mega Evolution,Pokemon,Colorless,Stage 1,Ultra Rare,Holofoil,2.47
Mega Lopunny ex - 128/094,Mega Lopunny,128/094,Phantasmal Flames,Mega Evolution,Pokemon,Colorless,Stage 1,Special Illustration Rare,Holofoil,21.03
Mega Sharpedo ex - 061/094,Mega Sharpedo,061/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Stage 1,Double Rare,Holofoil,0.72
Mega Sharpedo ex - 113/094,Mega Sharpedo,113/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Stage 1,Ultra Rare,Holofoil,2.56
Mega Sharpedo ex - 127/094,Mega Sharpedo,127/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Stage 1,Special Illustration Rare,Holofoil,24.83
Meloetta,Meloetta,040/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Basic,Uncommon,Normal,0.11
Meloetta,Meloetta,040/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Basic,Uncommon,Reverse Holofoil,0.21
Meowth,Meowth,106/094,Phantasmal Flames,Mega Evolution,Pokemon,Colorless,Basic,Illustration Rare,Holofoil,20.38
Milcery,Milcery,043/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.1
Milcery,Milcery,043/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.17
Mimikyu,Mimikyu,042/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.23
Mimikyu,Mimikyu,042/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.24
Misdreavus,Misdreavus,035/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.1
Misdreavus,Misdreavus,035/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.23
Mismagius ex - 036/094,Mismagius,036/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Stage 1,Double Rare,Holofoil,0.51
Mismagius ex - 112/094,Mismagius,112/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Stage 1,Ultra Rare,Holofoil,1.57
Moltres,Moltres,014/094,Phantasmal Flames,Mega Evolution,Pokemon,Fire,Basic,Rare,Reverse Holofoil,0.28
Moltres,Moltres,014/094,Phantasmal Flames,Mega Evolution,Pokemon,Fire,Basic,Rare,Holofoil,0.16
Murkrow,Murkrow,057/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Basic,Common,Normal,0.1
Murkrow,Murkrow,057/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Basic,Common,Reverse Holofoil,0.17
Nymble - 009/094,Nymble,009/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Common,Normal,0.13
Nymble - 009/094,Nymble,009/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.18
Nymble - 096/094,Nymble,096/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Illustration Rare,Holofoil,1.17
Oddish,Oddish,001/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Common,Normal,0.12
Oddish,Oddish,001/094,Phantasmal Flames,Mega Evolution,Pokemon,Grass,Basic,Common,Reverse Holofoil,0.22
Oricorio ex - 018/094,Oricorio,018/094,Phantasmal Flames,Mega Evolution,Pokemon,Fire,Basic,Double Rare,Holofoil,0.54
Oricorio ex - 110/094,Oricorio,110/094,Phantasmal Flames,Mega Evolution,Pokemon,Fire,Basic,Ultra Rare,Holofoil,1.59
Paldean Tauros,Paldean Tauros,048/094,Phantasmal Flames,Mega Evolution,Pokemon,Fighting,Basic,Uncommon,Reverse Holofoil,0.15
Paldean Tauros,Paldean Tauros,048/094,Phantasmal Flames,Mega Evolution,Pokemon,Fighting,Basic,Uncommon,Normal,0.13
Paldean Wooper,Paldean Wooper,102/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Basic,Illustration Rare,Holofoil,3.54
Pawmi,Pawmi,032/094,Phantasmal Flames,Mega Evolution,Pokemon,Lightning,Basic,Common,Normal,0.07
Pawmi,Pawmi,032/094,Phantasmal Flames,Mega Evolution,Pokemon,Lightning,Basic,Common,Reverse Holofoil,0.14
Pawmo,Pawmo,033/094,Phantasmal Flames,Mega Evolution,Pokemon,Lightning,Stage 1,Common,Reverse Holofoil,0.15
Pawmo,Pawmo,033/094,Phantasmal Flames,Mega Evolution,Pokemon,Lightning,Stage 1,Common,Normal,0.08
Pawmot,Pawmot,034/094,Phantasmal Flames,Mega Evolution,Pokemon,Lightning,Stage 2,Rare,Reverse Holofoil,0.12
Pawmot,Pawmot,034/094,Phantasmal Flames,Mega Evolution,Pokemon,Lightning,Stage 2,Rare,Holofoil,0.09
Piloswine,Piloswine,024/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Stage 1,Common,Normal,0.11
Piloswine,Piloswine,024/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Stage 1,Common,Reverse Holofoil,0.13
Piplup - 027/094,Piplup,027/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Basic,Common,Normal,0.13
Piplup - 027/094,Piplup,027/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Basic,Common,Reverse Holofoil,0.19
Piplup - 098/094,Piplup,098/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Basic,Illustration Rare,Holofoil,15.41
Prinplup,Prinplup,028/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Stage 1,Common,Normal,0.18
Prinplup,Prinplup,028/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Stage 1,Common,Reverse Holofoil,0.16
Punk Helmet - 121/094,,121/094,Phantasmal Flames,Mega Evolution,Trainer,Trainer - Pokemon Tool,,Ultra Rare,Holofoil,0.84
Reshiram,Reshiram,017/094,Phantasmal Flames,Mega Evolution,Pokemon,Fire,Basic,Rare,Reverse Holofoil,0.2
Reshiram,Reshiram,017/094,Phantasmal Flames,Mega Evolution,Pokemon,Fire,Basic,Rare,Holofoil,0.12
Rotom ex - 029/094,Rotom,029/094,Phantasmal Flames,Mega Evolution,Pokemon,Lightning,Basic,Double Rare,Holofoil,0.5
Rotom ex - 111/094,Rotom,111/094,Phantasmal Flames,Mega Evolution,Pokemon,Lightning,Basic,Ultra Rare,Holofoil,1.49
Rotom ex - 126/094,Rotom,126/094,Phantasmal Flames,Mega Evolution,Pokemon,Lightning,Basic,Special Illustration Rare,Holofoil,21.57
Sacred Charm - 093/094,,093/094,Phantasmal Flames,Mega Evolution,Trainer,Trainer - Pokemon Tool,,Uncommon,Normal,0.1
Sacred Charm - 093/094,,093/094,Phantasmal Flames,Mega Evolution,Trainer,Trainer - Pokemon Tool,,Uncommon,Reverse Holofoil,0.17
Sacred Charm - 122/094,,122/094,Phantasmal Flames,Mega Evolution,Trainer,Trainer - Pokemon Tool,,Ultra Rare,Holofoil,0.65
Sandile,Sandile,064/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Basic,Common,Reverse Holofoil,0.18
Sandile,Sandile,064/094,Phantasmal Flames,Mega Evolution,Pokemon,Darkness,Basic,Common,Normal,0.08
Seel,Seel,021/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Basic,Common,Normal,0.09
Seel,Seel,021/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Basic,Common,Reverse Holofoil,0.13
Smeargle,Smeargle,080/094,Phantasmal Flames,Mega Evolution,Pokemon,Colorless,Basic,Common,Reverse Holofoil,0.23
Smeargle,Smeargle,080/094,Phantasmal Flames,Mega Evolution,Pokemon,Colorless,Basic,Common,Normal,0.14
Snubbull,Snubbull,037/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Basic,Common,Reverse Holofoil,0.23
Snubbull,Snubbull,037/094,Phantasmal Flames,Mega Evolution,Pokemon,Psychic,Basic,Common,Normal,0.14
Suicune,Suicune,026/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Basic,Rare,Reverse Holofoil,0.23
Suicune,Suicune,026/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Basic,Rare,Holofoil,0.18
Swinub,Swinub,023/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Basic,Common,Normal,0.07
Swinub,Swinub,023/094,Phantasmal Flames,Mega Evolution,Pokemon,Water,Basic,Common,Reverse Holofoil,0.26
Switch,,123/094,Phantasmal Flames,Mega Evolution,Trainer,Trainer - Item,,Ultra Rare,Holofoil,1.65
Togedemaru - 073/094,Togedemaru,073/094,Phantasmal Flames,Mega Evolution,Pokemon,Metal,Basic,Common,Reverse Holofoil,0.13
