productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,extAttack2,extResistance
630700,White Flare Tech Sticker Collection,None,https://tcgplayer-cdn.tcgplayer.com/product/630700_200w.jpg,3,24326,https://cpt.tcgcsv.com/0j37,2025-08-01T04:11:18.387,1,"Scarlet & Violet—White Flare<br>
<br>Reunite with the Pokémon of Unova and rise to the top as a Trainer in a land of unity and legends! Evolve first partners Tepig and Oshawott all the way to Emboar and Samurott, and discover the undeniable power of truth with the region's Legendary and Mythical Pokémon, including Reshiram ex and Keldeo ex. As you fill out your Pokédex, keep an eye out for special illustrations of each Pokémon and parallel cards with Poké Ball patterns in the Pokémon TCG: Scarlet & Violet—White Flare expansion!<br><br><br>
The Pokémon TCG: Scarlet & Violet—White Flare Tech Sticker Collection includes:<br>
<br>• 1 foil promo card featuring Reuniclus or Gothitelle<br>
<br>• 1 tech sticker sheet<br>
<br>• 3 Pokémon TCG: Scarlet & Violet—White Flare booster packs<br>
<br>• A code card for Pokémon TCG Live",28.49,36.99,55.0,32.32,,Normal,,,,,,,,,,
642116,Sewaddle,Sewaddle,https://tcgplayer-cdn.tcgplayer.com/product/642116_200w.jpg,3,24326,https://cpt.tcgcsv.com/lS87,2026-03-09T15:02:31.607,1,,0.01,0.19,19.98,0.16,0.05,Reverse Holofoil,001/086,Common,Grass,50,Basic,[G] Bug Bite (20),Rx2,1,,
642116,Sewaddle,Sewaddle,https://tcgplayer-cdn.tcgplayer.com/product/642116_200w.jpg,3,24326,https://cpt.tcgcsv.com/lS87,2026-03-09T15:02:31.607,1,,0.01,0.14,19.98,0.07,0.01,Normal,001/086,Common,Grass,50,Basic,[G] Bug Bite (20),Rx2,1,,
642117,Swadloon,Swadloon,https://tcgplayer-cdn.tcgplayer.com/product/642117_200w.jpg,3,24326,https://cpt.tcgcsv.com/mS87,2026-01-07T19:27:25.803,1,"<strong>Ability: Leaf Heal</strong> Once during your turn, you may heal 20 damage from your Active Pokémon.",0.01,0.13,19.98,0.05,,Normal,002/086,Common,Grass,80,Stage 1,[1G] Bug Buzz (40),Rx2,2,,
642117,Swadloon,Swadloon,https://tcgplayer-cdn.tcgplayer.com/product/642117_200w.jpg,3,24326,https://cpt.tcgcsv.com/mS87,2026-01-07T19:27:25.803,1,"<strong>Ability: Leaf Heal</strong> Once during your turn, you may heal 20 damage from your Active Pokémon.",0.01,0.2,19.98,0.18,,Reverse Holofoil,002/086,Common,Grass,80,Stage 1,[1G] Bug Buzz (40),Rx2,2,,
642118,Leavanny,Leavanny,https://tcgplayer-cdn.tcgplayer.com/product/642118_200w.jpg,3,24326,https://cpt.tcgcsv.com/nS87,2026-02-17T14:16:39.253,1,,0.01,0.14,19.98,0.05,0.01,Normal,003/086,Uncommon,Grass,130,Stage 2,[1] Healing Wrapping<br> Heal 100 damage from each of your Basic Pokémon.,Rx2,1,"[1G] X-Scissor (90+)<br> Flip a coin. If heads, this attack does 40 more damage.",
642118,Leavanny,Leavanny,https://tcgplayer-cdn.tcgplayer.com/product/642118_200w.jpg,3,24326,https://cpt.tcgcsv.com/nS87,2026-02-17T14:16:39.253,1,,0.1,0.3,19.98,0.31,0.1,Reverse Holofoil,003/086,Uncommon,Grass,130,Stage 2,[1] Healing Wrapping<br> Heal 100 damage from each of your Basic Pokémon.,Rx2,1,"[1G] X-Scissor (90+)<br> Flip a coin. If heads, this attack does 40 more damage.",
642119,Cottonee,Cottonee,https://tcgplayer-cdn.tcgplayer.com/product/642119_200w.jpg,3,24326,https://cpt.tcgcsv.com/pS87,2026-03-09T14:53:59.43,1,,0.01,0.18,19.98,0.13,0.05,Reverse Holofoil,004/086,Common,Grass,60,Basic,[G] Absorb (10)<br> Heal 10 damage from this Pokémon.,Rx2,1,,
642119,Cottonee,Cottonee,https://tcgplayer-cdn.tcgplayer.com/product/642119_200w.jpg,3,24326,https://cpt.tcgcsv.com/pS87,2026-03-09T14:53:59.43,1,,0.01,0.11,19.98,0.1,0.01,Normal,004/086,Common,Grass,60,Basic,[G] Absorb (10)<br> Heal 10 damage from this Pokémon.,Rx2,1,,
642120,Whimsicott ex,Whimsicott,https://tcgplayer-cdn.tcgplayer.com/product/642120_200w.jpg,3,24326,https://cpt.tcgcsv.com/qS87,2026-03-09T15:03:40.11,1,,0.19,0.76,4321.0,0.51,,Holofoil,005/086,Double Rare,Grass,230,Stage 1,"[G] Energy Gift<br> Search your deck for up to 3 Basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.",Rx2,0,[G] Wondrous Cotton (50x)<br> Your opponent reveals their hand. This attack does 50 damage for each Trainer card you find there.,
642121,Deerling,Deerling,https://tcgplayer-cdn.tcgplayer.com/product/642121_200w.jpg,3,24326,https://cpt.tcgcsv.com/rS87,2026-02-16T11:59:08.91,1,,0.03,0.19,19.98,0.17,0.06,Reverse Holofoil,006/086,Common,Grass,70,Basic,[2] Rear Kick (30),Rx2,1,,
642121,Deerling,Deerling,https://tcgplayer-cdn.tcgplayer.com/product/642121_200w.jpg,3,24326,https://cpt.tcgcsv.com/rS87,2026-02-16T11:59:08.91,1,,0.01,0.14,19.98,0.12,0.01,Normal,006/086,Common,Grass,70,Basic,[2] Rear Kick (30),Rx2,1,,
642122,Sawsbuck,Sawsbuck,https://tcgplayer-cdn.tcgplayer.com/product/642122_200w.jpg,3,24326,https://cpt.tcgcsv.com/sS87,2025-07-18T17:53:47.393,1,,0.01,0.13,19.98,0.08,0.01,Normal,007/086,Uncommon,Grass,130,Stage 1,[2] Push Down (50)<br> Switch out your opponent's Active Pokémon to the Bench. <em>(Your opponent chooses the new Active Pokémon.)</em>,Rx2,2,[2C] Solar Beam (100),
642122,Sawsbuck,Sawsbuck,https://tcgplayer-cdn.tcgplayer.com/product/642122_200w.jpg,3,24326,https://cpt.tcgcsv.com/sS87,2025-07-18T17:53:47.393,1,,0.1,0.24,19.98,0.24,0.1,Reverse Holofoil,007/086,Uncommon,Grass,130,Stage 1,[2] Push Down (50)<br> Switch out your opponent's Active Pokémon to the Bench. <em>(Your opponent chooses the new Active Pokémon.)</em>,Rx2,2,[2C] Solar Beam (100),
642123,Shelmet,Shelmet,https://tcgplayer-cdn.tcgplayer.com/product/642123_200w.jpg,3,24326,https://cpt.tcgcsv.com/tS87,2025-07-18T17:53:47.787,1,"<strong>Ability: Stimulated Evolution</strong> If you have Karrablast in play, this Pokémon can evolve during your first turn or the turn you play it.",0.02,0.19,19.98,0.1,0.04,Reverse Holofoil,008/086,Common,Grass,60,Basic,[1] Headbutt Bounce (10),Rx2,3,,
642123,Shelmet,Shelmet,https://tcgplayer-cdn.tcgplayer.com/product/642123_200w.jpg,3,24326,https://cpt.tcgcsv.com/tS87,2025-07-18T17:53:47.787,1,"<strong>Ability: Stimulated Evolution</strong> If you have Karrablast in play, this Pokémon can evolve during your first turn or the turn you play it.",0.01,0.12,19.98,0.05,0.01,Normal,008/086,Common,Grass,60,Basic,[1] Headbutt Bounce (10),Rx2,3,,
642124,Accelgor,Accelgor,https://tcgplayer-cdn.tcgplayer.com/product/642124_200w.jpg,3,24326,https://cpt.tcgcsv.com/vS87,2026-01-07T17:23:34.76,1,,0.01,0.1,19.98,0.04,0.01,Normal,009/086,Uncommon,Grass,100,Stage 1,"[G] Acid Spray (50)<br> Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.",Rx2,1,,
642124,Accelgor,Accelgor,https://tcgplayer-cdn.tcgplayer.com/product/642124_200w.jpg,3,24326,https://cpt.tcgcsv.com/vS87,2026-01-07T17:23:34.76,1,,0.02,0.2,19.98,0.16,0.07,Reverse Holofoil,009/086,Uncommon,Grass,100,Stage 1,"[G] Acid Spray (50)<br> Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.",Rx2,1,,
642125,Virizion,Virizion,https://tcgplayer-cdn.tcgplayer.com/product/642125_200w.jpg,3,24326,https://cpt.tcgcsv.com/wS87,2026-03-09T15:03:07.51,1,,0.01,0.15,19.98,0.12,0.05,Holofoil,010/086,Rare,Grass,120,Basic,[G] Giga Drain (30)<br> Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.,Rx2,1,"[1GG] Emerald Blade (130)<br> During your next turn, this Pokémon can't attack.",
642125,Virizion,Virizion,https://tcgplayer-cdn.tcgplayer.com/product/642125_200w.jpg,3,24326,https://cpt.tcgcsv.com/wS87,2026-03-09T15:03:07.51,1,,0.05,0.23,19.98,0.2,0.09,Reverse Holofoil,010/086,Rare,Grass,120,Basic,[G] Giga Drain (30)<br> Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.,Rx2,1,"[1GG] Emerald Blade (130)<br> During your next turn, this Pokémon can't attack.",
642126,Tepig,Tepig,https://tcgplayer-cdn.tcgplayer.com/product/642126_200w.jpg,3,24326,https://cpt.tcgcsv.com/xS87,2026-03-09T15:02:51.417,1,,0.05,0.16,19.98,0.13,,Holofoil,011/086,Common,Fire,70,Basic,[R] Tackle (10),Wx2,1,[RR] Rollout (30),
642126,Tepig,Tepig,https://tcgplayer-cdn.tcgplayer.com/product/642126_200w.jpg,3,24326,https://cpt.tcgcsv.com/xS87,2026-03-09T15:02:51.417,1,,0.01,0.14,19.98,0.12,0.01,Normal,011/086,Common,Fire,70,Basic,[R] Tackle (10),Wx2,1,[RR] Rollout (30),
642126,Tepig,Tepig,https://tcgplayer-cdn.tcgplayer.com/product/642126_200w.jpg,3,24326,https://cpt.tcgcsv.com/xS87,2026-03-09T15:02:51.417,1,,0.01,0.2,19.98,0.18,,Reverse Holofoil,011/086,Common,Fire,70,Basic,[R] Tackle (10),Wx2,1,[RR] Rollout (30),
642127,Pignite,Pignite,https://tcgplayer-cdn.tcgplayer.com/product/642127_200w.jpg,3,24326,https://cpt.tcgcsv.com/zS87,2026-01-07T19:21:43.93,1,,0.02,0.2,19.98,0.15,0.05,Reverse Holofoil,012/086,Common,Fire,110,Stage 1,[R] Combustion (30),Wx2,3,[1RR] Heat Crash (80),
642127,Pignite,Pignite,https://tcgplayer-cdn.tcgplayer.com/product/642127_200w.jpg,3,24326,https://cpt.tcgcsv.com/zS87,2026-01-07T19:21:43.93,1,,0.01,0.15,19.98,0.11,0.01,Normal,012/086,Common,Fire,110,Stage 1,[R] Combustion (30),Wx2,3,[1RR] Heat Crash (80),
642128,Emboar,Emboar,https://tcgplayer-cdn.tcgplayer.com/product/642128_200w.jpg,3,24326,https://cpt.tcgcsv.com/BS87,2026-02-09T14:09:39.387,1,"<strong>Ability: Inferno Fandango</strong> As often as you like during your turn, you may attach a Basic Fire Energy card from your hand to 1 of your Pokémon.",0.05,0.25,19.98,0.23,,Reverse Holofoil,013/086,Rare,Fire,180,Stage 2,[1RRR] Heat Crash (120),Wx2,4,,
642128,Emboar,Emboar,https://tcgplayer-cdn.tcgplayer.com/product/642128_200w.jpg,3,24326,https://cpt.tcgcsv.com/BS87,2026-02-09T14:09:39.387,1,"<strong>Ability: Inferno Fandango</strong> As often as you like during your turn, you may attach a Basic Fire Energy card from your hand to 1 of your Pokémon.",0.01,0.19,19.98,0.16,0.05,Holofoil,013/086,Rare,Fire,180,Stage 2,[1RRR] Heat Crash (120),Wx2,4,,
642129,Pansear,Pansear,https://tcgplayer-cdn.tcgplayer.com/product/642129_200w.jpg,3,24326,https://cpt.tcgcsv.com/CS87,2026-02-16T11:59:21.33,1,,0.01,0.11,19.98,0.04,0.01,Normal,014/086,Common,Fire,70,Basic,[1] Collect<br> Draw a card.,Wx2,1,[2] Scratch (30),
642129,Pansear,Pansear,https://tcgplayer-cdn.tcgplayer.com/product/642129_200w.jpg,3,24326,https://cpt.tcgcsv.com/CS87,2026-02-16T11:59:21.33,1,,0.02,0.19,19.98,0.14,0.04,Reverse Holofoil,014/086,Common,Fire,70,Basic,[1] Collect<br> Draw a card.,Wx2,1,[2] Scratch (30),
642130,Simisear,Simisear,https://tcgplayer-cdn.tcgplayer.com/product/642130_200w.jpg,3,24326,https://cpt.tcgcsv.com/DS87,2025-12-10T22:42:52.457,1,,0.05,0.31,19.98,0.33,0.09,Reverse Holofoil,015/086,Uncommon,Fire,100,Stage 1,[2] Gentle Slap (70),Wx2,1,,
642130,Simisear,Simisear,https://tcgplayer-cdn.tcgplayer.com/product/642130_200w.jpg,3,24326,https://cpt.tcgcsv.com/DS87,2025-12-10T22:42:52.457,1,,0.01,0.12,19.98,0.07,0.01,Normal,015/086,Uncommon,Fire,100,Stage 1,[2] Gentle Slap (70),Wx2,1,,
642131,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/642131_200w.jpg,3,24326,https://cpt.tcgcsv.com/FS87,2025-12-10T22:21:30.483,1,,0.08,0.2,19.98,0.17,0.08,Reverse Holofoil,019/086,Uncommon,Fire,120,Basic,"[R] Licking Catch<br> Search your deck for up to 3 in any combination of Fire Pokémon and Basic Fire Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",Wx2,2,[RR] Fire Claws (60),
642131,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/642131_200w.jpg,3,24326,https://cpt.tcgcsv.com/FS87,2025-12-10T22:21:30.483,1,,0.01,0.12,19.98,0.04,0.01,Normal,019/086,Uncommon,Fire,120,Basic,"[R] Licking Catch<br> Search your deck for up to 3 in any combination of Fire Pokémon and Basic Fire Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",Wx2,2,[RR] Fire Claws (60),
642132,Reshiram ex,Reshiram,https://tcgplayer-cdn.tcgplayer.com/product/642132_200w.jpg,3,24326,https://cpt.tcgcsv.com/GS87,2026-03-09T14:58:38.373,1,,0.15,0.83,4321.0,0.65,0.64,Holofoil,020/086,Double Rare,Fire,230,Basic,[2] Slash (50),Wx2,2,[1RR] Blaze Burst (130+)<br> This attack does 50 more damage for each Prize card your opponent has taken. Discard an Energy from this Pokémon.,
642133,Oshawott,Oshawott,https://tcgplayer-cdn.tcgplayer.com/product/642133_200w.jpg,3,24326,https://cpt.tcgcsv.com/HS87,2026-03-21T00:00:43.117,1,,0.08,0.3,19.98,0.34,,Holofoil,021/086,Common,Water,70,Basic,[W] Tackle (10),Lx2,1,[WW] Water Gun (30),
642133,Oshawott,Oshawott,https://tcgplayer-cdn.tcgplayer.com/product/642133_200w.jpg,3,24326,https://cpt.tcgcsv.com/HS87,2026-03-21T00:00:43.117,1,,0.01,0.17,19.98,0.15,0.01,Normal,021/086,Common,Water,70,Basic,[W] Tackle (10),Lx2,1,[WW] Water Gun (30),
642133,Oshawott,Oshawott,https://tcgplayer-cdn.tcgplayer.com/product/642133_200w.jpg,3,24326,https://cpt.tcgcsv.com/HS87,2026-03-21T00:00:43.117,1,,0.02,0.22,19.98,0.19,,Reverse Holofoil,021/086,Common,Water,70,Basic,[W] Tackle (10),Lx2,1,[WW] Water Gun (30),
642134,Dewott,Dewott,https://tcgplayer-cdn.tcgplayer.com/product/642134_200w.jpg,3,24326,https://cpt.tcgcsv.com/JS87,2026-03-09T14:54:17.403,1,,0.01,0.15,19.98,0.11,0.01,Normal,022/086,Common,Water,100,Stage 1,[W] Energized Shell (30x)<br> This attack does 30 damage for each Energy attached to this Pokémon.,Lx2,1,,
642134,Dewott,Dewott,https://tcgplayer-cdn.tcgplayer.com/product/642134_200w.jpg,3,24326,https://cpt.tcgcsv.com/JS87,2026-03-09T14:54:17.403,1,,0.01,0.2,19.98,0.19,0.05,Reverse Holofoil,022/086,Common,Water,100,Stage 1,[W] Energized Shell (30x)<br> This attack does 30 damage for each Energy attached to this Pokémon.,Lx2,1,,
642135,Samurott,Samurott,https://tcgplayer-cdn.tcgplayer.com/product/642135_200w.jpg,3,24326,https://cpt.tcgcsv.com/KS87,2026-03-09T14:58:50.703,1,"<strong>Ability: Torrential Whirlpool</strong> Once during your turn, you may switch your Active Pokémon with 1 of your Benched Pokémon. If you do, your opponent switches their Active Pokémon with 1 of their Benched Pokémon.",0.01,0.22,19.98,0.22,0.07,Holofoil,023/086,Rare,Water,160,Stage 2,[W] Energy Slash (30+)<br> This attack does 50 more damage for each Energy attached to this Pokémon.,Lx2,2,,
642135,Samurott,Samurott,https://tcgplayer-cdn.tcgplayer.com/product/642135_200w.jpg,3,24326,https://cpt.tcgcsv.com/KS87,2026-03-09T14:58:50.703,1,"<strong>Ability: Torrential Whirlpool</strong> Once during your turn, you may switch your Active Pokémon with 1 of your Benched Pokémon. If you do, your opponent switches their Active Pokémon with 1 of their Benched Pokémon.",0.08,0.23,19.98,0.23,,Reverse Holofoil,023/086,Rare,Water,160,Stage 2,[W] Energy Slash (30+)<br> This attack does 50 more damage for each Energy attached to this Pokémon.,Lx2,2,,
642136,Basculin,Basculin,https://tcgplayer-cdn.tcgplayer.com/product/642136_200w.jpg,3,24326,https://cpt.tcgcsv.com/LS87,2026-02-09T14:18:38.837,1,,0.01,0.1,19.98,0.05,0.01,Normal,024/086,Common,Water,90,Basic,[1] Bite (10),Lx2,1,"[W] Bared Fangs (50)<br> If your opponent's Active Pokémon has no damage counters on it before this attack does damage, this attack does nothing.",
