productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
630442,Unova Mini Tin [Lilligant & Whimsicot],None,https://tcgplayer-cdn.tcgplayer.com/product/630442_200w.jpg,3,24325,https://cpt.tcgcsv.com/Sb37,2025-07-18T04:33:22.22,1,"The Pokémon TCG: Scarlet & Violet—Black Bolt Mini Tins includes:<br>
<br><br>
<br>2 Pokémon TCG: Scarlet & Violet— Black Bolt booster packs<br>
<br>Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
<br>1 art card matching the tin<br>
<br>1 coin",24.99,26.95,40.0,21.18,,Normal,,,,,,,,,,
630443,Unova Mini Tin [Mienshao & Klinklang],None,https://tcgplayer-cdn.tcgplayer.com/product/630443_200w.jpg,3,24325,https://cpt.tcgcsv.com/Tb37,2025-07-18T04:33:22.22,1,"The Pokémon TCG: Scarlet & Violet—Black Bolt Mini Tins includes:<br>
<br><br>
<br>2 Pokémon TCG: Scarlet & Violet— Black Bolt booster packs<br>
<br>Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
<br>1 art card matching the tin<br>
<br>1 coin",17.33,24.99,40.0,17.55,,Normal,,,,,,,,,,
630444,Unova Mini Tin [Alomomola & Axew],None,https://tcgplayer-cdn.tcgplayer.com/product/630444_200w.jpg,3,24325,https://cpt.tcgcsv.com/Vb37,2025-07-18T04:33:22.22,1,"The Pokémon TCG: Scarlet & Violet—Black Bolt Mini Tins includes:<br>
<br><br>
<br>2 Pokémon TCG: Scarlet & Violet— Black Bolt booster packs<br>
<br>Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
<br>1 art card matching the tin<br>
<br>1 coin",19.2,26.32,40.0,19.2,,Normal,,,,,,,,,,
630445,Unova Mini Tin [Elektross & Galvantula],None,https://tcgplayer-cdn.tcgplayer.com/product/630445_200w.jpg,3,24325,https://cpt.tcgcsv.com/Wb37,2025-07-18T04:33:22.22,1,"The Pokémon TCG: Scarlet & Violet—Black Bolt Mini Tins includes:<br>
<br><br>
<br>2 Pokémon TCG: Scarlet & Violet— Black Bolt booster packs<br>
<br>Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
<br>1 art card matching the tin<br>
<br>1 coin",19.91,26.24,40.0,18.96,,Normal,,,,,,,,,,
630446,Unova Mini Tin Display,None,https://tcgplayer-cdn.tcgplayer.com/product/630446_200w.jpg,3,24325,https://cpt.tcgcsv.com/Xb37,2025-11-03T22:02:44.337,1,"Scarlet & Violet—Black Bolt<br>
<br>Reunite with the Pokémon of Unova and rise to the top as a Trainer in a land of unity and legends! Evolve first partner Snivy all the way to Serperior ex, and discover the inspiring power of ideals with the region's Legendary and Mythical Pokémon, including Zekrom ex and Meloetta ex. As you fill out your Pokédex, keep an eye out for special illustrations of each Pokémon and parallel cards with Poké Ball patterns in the Pokémon TCG: Scarlet & Violet—Black Bolt expansion!<br><br>Each display contains 1 of each Black Bolt Mini Tin design (for a total of 8). Each tin contains 2 booster packs, 1 metallic coin and 1 Pokémon art card.",185.0,244.99,400.0,173.11,,Normal,,,,,,,,,,
630447,Unova Mini Tin Display Case,None,https://tcgplayer-cdn.tcgplayer.com/product/630447_200w.jpg,3,24325,https://cpt.tcgcsv.com/Zb37,2025-12-29T13:36:24.027,1,"Scarlet & Violet—Black Bolt<br>
<br>Reunite with the Pokémon of Unova and rise to the top as a Trainer in a land of unity and legends! Evolve first partner Snivy all the way to Serperior ex, and discover the inspiring power of ideals with the region's Legendary and Mythical Pokémon, including Zekrom ex and Meloetta ex. As you fill out your Pokédex, keep an eye out for special illustrations of each Pokémon and parallel cards with Poké Ball patterns in the Pokémon TCG: Scarlet & Violet—Black Bolt expansion!<br><br>Each case contains 4 Black Bolt Mini Tin Displays (for a total of 32 mini tins)!",924.9,924.9,1325.0,606.51,,Normal,,,,,,,,,,
630612,Unova Poster Collection,None,https://tcgplayer-cdn.tcgplayer.com/product/630612_200w.jpg,3,24325,https://cpt.tcgcsv.com/gg37,2025-07-18T04:33:22.22,1,"Scarlet & Violet—Black Bolt & White Flare<br>
<br>Reunite with the Pokémon of Unova and rise to the top as a Trainer in a land of unity and legends! Evolve first partner Snivy all the way to Serperior ex, and discover the inspiring power of ideals with the region's Legendary and Mythical Pokémon, including Zekrom ex and Meloetta ex. As you fill out your Pokédex, keep an eye out for special illustrations of each Pokémon and parallel cards with Poké Ball patterns in the Pokémon TCG: Scarlet & Violet—Black Bolt & White Flare expansion!<br><br>
The Pokémon TCG: Scarlet & Violet—Black Bolt & White Flare Poster Collection includes:
<br>• 3 foil promo cards featuring Snivy, Tepig and Oshawott
<br>• 1 poster<br>• 2 Pokémon TCG: Scarlet & Violet—Black Bolt booster packs
<br>• 2 Pokémon TCG: Scarlet & Violet—White Flare booster packs
<br>• A code card for Pokémon TCG Live",29.0,39.0,77.0,34.97,,Normal,,,,,,,,,,
630613,Unova Poster Collection Case,None,https://tcgplayer-cdn.tcgplayer.com/product/630613_200w.jpg,3,24325,https://cpt.tcgcsv.com/hg37,2025-07-25T04:12:37.5,1,"Scarlet & Violet—Black Bolt<br>
<br>Reunite with the Pokémon of Unova and rise to the top as a Trainer in a land of unity and legends! Evolve first partner Snivy all the way to Serperior ex, and discover the inspiring power of ideals with the region's Legendary and Mythical Pokémon, including Zekrom ex and Meloetta ex. As you fill out your Pokédex, keep an eye out for special illustrations of each Pokémon and parallel cards with Poké Ball patterns in the Pokémon TCG: Scarlet & Violet—Black Bolt expansion!<br><br><br>
The Pokémon TCG: Scarlet & Violet—Black Bolt Poster Collection includes:<br>
<br>• 3 foil promo cards featuring Snivy, Tepig and Oshawott<br>
<br>• 1 poster<br>
<br>• 3 Pokémon TCG: Scarlet & Violet—Black Bolt booster packs<br>
<br>• A code card for Pokémon TCG Live",290.0,295.99,399.99,189.09,,Normal,,,,,,,,,,
630614,Black Bolt Tech Sticker Collection,None,https://tcgplayer-cdn.tcgplayer.com/product/630614_200w.jpg,3,24325,https://cpt.tcgcsv.com/jg37,2025-08-01T04:11:18.387,1,"Scarlet & Violet—Black Bolt<br>
<br>Reunite with the Pokémon of Unova and rise to the top as a Trainer in a land of unity and legends! Evolve first partner Snivy all the way to Serperior ex, and discover the inspiring power of ideals with the region's Legendary and Mythical Pokémon, including Zekrom ex and Meloetta ex. As you fill out your Pokédex, keep an eye out for special illustrations of each Pokémon and parallel cards with Poké Ball patterns in the Pokémon TCG: Scarlet & Violet—Black Bolt expansion!<br><br><br>
The Pokémon TCG: Scarlet & Violet—Black Bolt Tech Sticker Collection includes:<br>
<br>• 1 foil promo card featuring Reuniclus or Gothitelle<br>
<br>• 1 tech sticker sheet<br>
<br>• 3 Pokémon TCG: Scarlet & Violet—Black Bolt booster packs<br>
<br>• A code card for Pokémon TCG Live",24.45,36.0,84.95,32.66,,Normal,,,,,,,,,,
630615,Unova Victini Illustration Collection,None,https://tcgplayer-cdn.tcgplayer.com/product/630615_200w.jpg,3,24325,https://cpt.tcgcsv.com/kg37,2025-08-01T04:11:18.387,1,Includes two Scarlet & Violet—Black Bolt booster packs; two Scarlet & Violet—White Flare booster packs; one illustration rare style promo card featuring Victini; one premium parallel Poké Ball card featuring Victini; and one oversize illustration rare style foil promo card featuring Victini.,50.0,64.24,250.0,55.73,,Normal,,,,,,,,,,
630686,Black Bolt Elite Trainer Box,None,https://tcgplayer-cdn.tcgplayer.com/product/630686_200w.jpg,3,24325,https://cpt.tcgcsv.com/Lh37,2025-07-18T04:33:22.22,1,"Scarlet & Violet—Black Bolt
<br>Reunite with the Pokémon of Unova and rise to the top as a Trainer in a land of unity and legends! Evolve first partner Snivy all the way to Serperior ex, and discover the inspiring power of ideals with the region’s Legendary and Mythical Pokémon, including Zekrom ex and Meloetta ex. As you fill out your Pokédex, keep an eye out for special illustrations of each Pokémon and parallel cards with Poké Ball patterns in the Pokémon TCG: Scarlet & Violet—Black Bolt expansion!<br><br>
The Pokémon TCG: Scarlet & Violet— Black Bolt Pokémon Center Elite Trainer Box includes:<br>
•9 Pokémon TCG: Scarlet & Violet— Black Bolt booster packs<br>
       •Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
1 full-art foil promo card featuring  Thundurus<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player’s guide to the Scarlet & Violet— Black Bolt expansion
6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live<br>",109.0,127.94,249.99,119.81,,Normal,,,,,,,,,,
630687,Black Bolt Pokemon Center Elite Trainer Box (Exclusive),None,https://tcgplayer-cdn.tcgplayer.com/product/630687_200w.jpg,3,24325,https://cpt.tcgcsv.com/Mh37,2025-07-18T04:33:22.22,1,"Scarlet & Violet—Black Bolt
<br>Reunite with the Pokémon of Unova and rise to the top as a Trainer in a land of unity and legends! Evolve first partner Snivy all the way to Serperior ex, and discover the inspiring power of ideals with the region’s Legendary and Mythical Pokémon, including Zekrom ex and Meloetta ex. As you fill out your Pokédex, keep an eye out for special illustrations of each Pokémon and parallel cards with Poké Ball patterns in the Pokémon TCG: Scarlet & Violet—Black Bolt expansion!<br><br>
The Pokémon TCG: Scarlet & Violet— Black Bolt Pokémon Center Elite Trainer Box includes:<br>
•11 Pokémon TCG: Scarlet & Violet—Black Bolt booster packs<br>
       •Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
1 full-art foil promo card with a Pokémon Center logo<br>
1 full-art foil promo card<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player’s guide to the Scarlet & Violet—Black Bolt expansion
6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live<br>",279.0,300.0,1179.99,279.7,,Normal,,,,,,,,,,
630690,Black Bolt Elite Trainer Box Case,None,https://tcgplayer-cdn.tcgplayer.com/product/630690_200w.jpg,3,24325,https://cpt.tcgcsv.com/Qh37,2025-07-18T04:33:22.22,1,Each sealed Elite Trainer Box case contains 10 Elite Trainer Boxes,1690.0,1837.39,9999.99,1190.93,,Normal,,,,,,,,,,
630691,Black Bolt Pokemon Center Elite Trainer Box (Exclusive) Case,None,https://tcgplayer-cdn.tcgplayer.com/product/630691_200w.jpg,3,24325,https://cpt.tcgcsv.com/Rh37,2025-07-18T04:33:22.22,1,"Scarlet & Violet—Black Bolt
<br>Reunite with the Pokémon of Unova and rise to the top as a Trainer in a land of unity and legends! Evolve first partner Snivy all the way to Serperior ex, and discover the inspiring power of ideals with the region’s Legendary and Mythical Pokémon, including Zekrom ex and Meloetta ex. As you fill out your Pokédex, keep an eye out for special illustrations of each Pokémon and parallel cards with Poké Ball patterns in the Pokémon TCG: Scarlet & Violet—Black Bolt expansion!<br><br>
<strong>Each sealed Elite Trainer Box case contains 4 Elite Trainer Boxes</strong>
<br><br>
The Pokémon TCG: Scarlet & Violet— Black Bolt Pokémon Center Elite Trainer Box includes:<br>
•11 Pokémon TCG: Scarlet & Violet—Black Bolt booster packs<br>
       •Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
1 full-art foil promo card with a Pokémon Center logo<br>
1 full-art foil promo card<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player’s guide to the Scarlet & Violet—Black Bolt expansion
6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live<br>",,,,,,,,,,,,,,,,
642180,Klink,Klink,https://tcgplayer-cdn.tcgplayer.com/product/642180_200w.jpg,3,24325,https://cpt.tcgcsv.com/DT87,2025-12-10T03:00:23.04,1,,0.01,0.1,19.98,0.02,0.01,Normal,061/086,Common,Metal,60,Basic,"[M] Hard Gears (10)<br> During your opponent's next turn, this Pokémon takes 10 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,G-30,1,
642180,Klink,Klink,https://tcgplayer-cdn.tcgplayer.com/product/642180_200w.jpg,3,24325,https://cpt.tcgcsv.com/DT87,2025-12-10T03:00:23.04,1,,0.02,0.18,19.98,0.14,0.04,Reverse Holofoil,061/086,Common,Metal,60,Basic,"[M] Hard Gears (10)<br> During your opponent's next turn, this Pokémon takes 10 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,G-30,1,
642181,Klang,Klang,https://tcgplayer-cdn.tcgplayer.com/product/642181_200w.jpg,3,24325,https://cpt.tcgcsv.com/FT87,2026-03-09T14:47:36.08,1,,0.01,0.15,19.98,0.09,0.05,Reverse Holofoil,062/086,Common,Metal,90,Stage 1,"[MC] Hard Gears (50)<br> During your opponent's next turn, this Pokémon takes 20 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,G-30,2,
642181,Klang,Klang,https://tcgplayer-cdn.tcgplayer.com/product/642181_200w.jpg,3,24325,https://cpt.tcgcsv.com/FT87,2026-03-09T14:47:36.08,1,,0.01,0.1,19.98,0.02,0.01,Normal,062/086,Common,Metal,90,Stage 1,"[MC] Hard Gears (50)<br> During your opponent's next turn, this Pokémon takes 20 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,G-30,2,
642182,Klinklang,Klinklang,https://tcgplayer-cdn.tcgplayer.com/product/642182_200w.jpg,3,24325,https://cpt.tcgcsv.com/GT87,2025-12-03T16:10:19.82,1,,0.01,0.2,19.98,0.18,0.05,Reverse Holofoil,063/086,Rare,Metal,150,Stage 2,[MCC] Hammer In (120),Rx2,G-30,3,
642182,Klinklang,Klinklang,https://tcgplayer-cdn.tcgplayer.com/product/642182_200w.jpg,3,24325,https://cpt.tcgcsv.com/GT87,2025-12-03T16:10:19.82,1,,0.01,0.16,19.98,0.16,0.04,Holofoil,063/086,Rare,Metal,150,Stage 2,[MCC] Hammer In (120),Rx2,G-30,3,
642191,Rufflet,Rufflet,https://tcgplayer-cdn.tcgplayer.com/product/642191_200w.jpg,3,24325,https://cpt.tcgcsv.com/RT87,2026-02-06T17:35:42.787,1,,0.02,0.2,19.98,0.19,0.05,Reverse Holofoil,077/086,Common,Colorless,70,Basic,[C] Peck (10),Lx2,F-30,1,[CC] Glide (20)
642191,Rufflet,Rufflet,https://tcgplayer-cdn.tcgplayer.com/product/642191_200w.jpg,3,24325,https://cpt.tcgcsv.com/RT87,2026-02-06T17:35:42.787,1,,0.01,0.12,19.98,0.09,0.01,Normal,077/086,Common,Colorless,70,Basic,[C] Peck (10),Lx2,F-30,1,[CC] Glide (20)
642192,Braviary,Braviary,https://tcgplayer-cdn.tcgplayer.com/product/642192_200w.jpg,3,24325,https://cpt.tcgcsv.com/ST87,2026-01-09T13:59:26.443,1,,0.08,0.2,19.98,0.17,0.08,Reverse Holofoil,078/086,Uncommon,Colorless,140,Stage 1,"[C] Aerial Ace (40+)<br> Flip a coin. If heads, this attack does 40 more damage.",Lx2,F-30,1,[CCCC] Speed Wing (130)
642192,Braviary,Braviary,https://tcgplayer-cdn.tcgplayer.com/product/642192_200w.jpg,3,24325,https://cpt.tcgcsv.com/ST87,2026-01-09T13:59:26.443,1,,0.01,0.1,19.98,0.04,0.01,Normal,078/086,Uncommon,Colorless,140,Stage 1,"[C] Aerial Ace (40+)<br> Flip a coin. If heads, this attack does 40 more damage.",Lx2,F-30,1,[CCCC] Speed Wing (130)
642261,Klink - 139/086,Klink,https://tcgplayer-cdn.tcgplayer.com/product/642261_200w.jpg,3,24325,https://cpt.tcgcsv.com/fW87,2025-07-18T17:02:40.507,1,,4.25,5.97,62.5,5.28,,Holofoil,139/086,Illustration Rare,Metal,60,Basic,"[M] Hard Gears (10)<br> During your opponent's next turn, this Pokémon takes 10 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,G-30,1,
642262,Klang - 140/086,Klang,https://tcgplayer-cdn.tcgplayer.com/product/642262_200w.jpg,3,24325,https://cpt.tcgcsv.com/gW87,2025-07-18T17:02:40.7,1,,3.99,5.16,53.0,4.87,,Holofoil,140/086,Illustration Rare,Metal,90,Stage 1,"[MC] Hard Gears (50)<br> During your opponent's next turn, this Pokémon takes 20 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,G-30,2,
642263,Klinklang - 141/086,Klinklang,https://tcgplayer-cdn.tcgplayer.com/product/642263_200w.jpg,3,24325,https://cpt.tcgcsv.com/hW87,2025-07-18T17:02:40.92,1,<strong>Ability: Gear Coating</strong> All of your Pokémon that have Metal Energy attached take 20 less damage from attacks from your opponent's Pokémon <em>(after applying Weakness and Resistance)</em>.,23.99,26.98,50.0,22.57,,Holofoil,141/086,Illustration Rare,Metal,150,Stage 2,[MCC] Hammer In (120),Rx2,G-30,3,
642271,Rufflet - 154/086,Rufflet,https://tcgplayer-cdn.tcgplayer.com/product/642271_200w.jpg,3,24325,https://cpt.tcgcsv.com/rW87,2026-02-07T00:14:52.077,1,,4.89,6.58,505.33,5.98,,Holofoil,154/086,Illustration Rare,Colorless,70,Basic,[C] Peck (10),Lx2,F-30,1,[CC] Glide (20)
642272,Braviary - 155/086,Braviary,https://tcgplayer-cdn.tcgplayer.com/product/642272_200w.jpg,3,24325,https://cpt.tcgcsv.com/sW87,2025-07-18T17:02:44.147,1,,5.5,7.73,73.1,7.2,,Holofoil,155/086,Illustration Rare,Colorless,140,Stage 1,"[C] Aerial Ace (40+)<br> Flip a coin. If heads, this attack does 40 more damage.",Lx2,F-30,1,[CCCC] Speed Wing (130)
642349,Klink (Master Ball Pattern),Klink (Master Ball Pattern),https://tcgplayer-cdn.tcgplayer.com/product/642349_200w.jpg,3,24325,https://cpt.tcgcsv.com/_X87,2025-07-18T17:02:18.473,0,,1.0,1.8,30.3,1.57,,Holofoil,061/086,Common,Metal,60,Basic,"[M] Hard Gears (10)<br> During your opponent's next turn, this Pokémon takes 10 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,G-30,1,
642350,Klang (Master Ball Pattern),Klang (Master Ball Pattern),https://tcgplayer-cdn.tcgplayer.com/product/642350_200w.jpg,3,24325,https://cpt.tcgcsv.com/0Z87,2025-07-18T17:02:18.91,0,,9.0,9.59,112.8,9.59,,Holofoil,062/086,Common,Metal,90,Stage 1,"[MC] Hard Gears (50)<br> During your opponent's next turn, this Pokémon takes 20 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,G-30,2,
642351,Klinklang (Master Ball Pattern),Klinklang (Master Ball Pattern),https://tcgplayer-cdn.tcgplayer.com/product/642351_200w.jpg,3,24325,https://cpt.tcgcsv.com/2Z87,2025-07-25T18:38:48.813,0,,9.29,14.0,94.03,9.98,,Holofoil,063/086,Rare,Metal,150,Stage 2,[MCC] Hammer In (120),Rx2,G-30,3,
642359,Rufflet (Master Ball Pattern),Rufflet (Master Ball Pattern),https://tcgplayer-cdn.tcgplayer.com/product/642359_200w.jpg,3,24325,https://cpt.tcgcsv.com/cZ87,2025-07-18T17:02:26.177,0,,1.9,2.6,39.8,2.27,,Holofoil,077/086,Common,Colorless,70,Basic,[C] Peck (10),Lx2,F-30,1,[CC] Glide (20)
642360,Braviary (Master Ball Pattern),Braviary (Master Ball Pattern),https://tcgplayer-cdn.tcgplayer.com/product/642360_200w.jpg,3,24325,https://cpt.tcgcsv.com/dZ87,2025-08-08T17:37:13.37,0,,8.22,11.5,491.76,8.32,,Holofoil,078/086,Uncommon,Colorless,140,Stage 1,"[C] Aerial Ace (40+)<br> Flip a coin. If heads, this attack does 40 more damage.",Lx2,F-30,1,[CCCC] Speed Wing (130)
