productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extUPC
502548,Squirtle - 007/165,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/502548_200w.jpg,3,23237,https://cpt.tcgcsv.com/-026,2026-03-10T02:50:10.657,1,,0.03,0.35,50.0,0.36,0.36,Reverse Holofoil,007/165,Common,Water,60,Basic,"[W] Withdraw
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",[WW] Skull Bash (20),Lx2,None,1,
502548,Squirtle - 007/165,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/502548_200w.jpg,3,23237,https://cpt.tcgcsv.com/-026,2026-03-10T02:50:10.657,1,,0.01,0.25,19.7,0.26,,Normal,007/165,Common,Water,60,Basic,"[W] Withdraw
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",[WW] Skull Bash (20),Lx2,None,1,
502549,Squirtle - 170/165,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/502549_200w.jpg,3,23237,https://cpt.tcgcsv.com/_026,2026-04-14T00:14:24.547,1,,89.99,120.0,959.42,103.45,100.03,Holofoil,170/165,Illustration Rare,Water,60,Basic,"[W] Withdraw
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",[WW] Skull Bash (20),Lx2,None,1,
502550,Wartortle - 008/165,Wartortle,https://tcgplayer-cdn.tcgplayer.com/product/502550_200w.jpg,3,23237,https://cpt.tcgcsv.com/0226,2026-03-18T00:54:21.507,1,,0.02,0.25,19.98,0.28,0.15,Normal,008/165,Uncommon,Water,100,Stage 1,"[W] Free Diving
<br>Put up to 3 Basic W Energy cards from your discard pile into your hand.",[WW] Spinning Attack (50),Lx2,None,2,
502550,Wartortle - 008/165,Wartortle,https://tcgplayer-cdn.tcgplayer.com/product/502550_200w.jpg,3,23237,https://cpt.tcgcsv.com/0226,2026-03-18T00:54:21.507,1,,0.1,0.42,4321.0,0.42,0.53,Reverse Holofoil,008/165,Uncommon,Water,100,Stage 1,"[W] Free Diving
<br>Put up to 3 Basic W Energy cards from your discard pile into your hand.",[WW] Spinning Attack (50),Lx2,None,2,
502551,Blastoise ex - 009/165,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/502551_200w.jpg,3,23237,https://cpt.tcgcsv.com/2226,2026-03-17T22:22:35.787,1,"<strong>Ability — Solid Shell</strong>
<br>This Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance).</em>",0.99,1.99,55.55,2.12,,Holofoil,009/165,Double Rare,Water,330,Stage 2,"[WW] Twin Cannons (140x)
<br>Discard up to 2 Basic W Energy cards from your hand. This attack does 140 damage for each card you discarded in this way.",,Lx2,None,3,
502552,Bulbasaur - 001/165,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/502552_200w.jpg,3,23237,https://cpt.tcgcsv.com/3226,2026-03-17T22:24:19.163,1,,0.01,0.31,4321.0,0.27,0.18,Reverse Holofoil,001/165,Common,Grass,70,Basic,[1G] Leech Seed (20)<br>Heal 20 damage from this Pokemon.,,Rx2,None,2,
502552,Bulbasaur - 001/165,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/502552_200w.jpg,3,23237,https://cpt.tcgcsv.com/3226,2026-03-17T22:24:19.163,1,,0.01,0.24,19.98,0.22,0.07,Normal,001/165,Common,Grass,70,Basic,[1G] Leech Seed (20)<br>Heal 20 damage from this Pokemon.,,Rx2,None,2,
502553,Ivysaur - 002/165,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/502553_200w.jpg,3,23237,https://cpt.tcgcsv.com/5226,2026-03-18T00:14:32.553,1,,0.03,0.24,19.98,0.25,0.09,Normal,002/165,Uncommon,Grass,100,Stage 1,[1G] Leech Seed (30)<br>Heal 20 damage from this Pokemon.,[1GG] Vine Whip (80),Rx2,None,3,
502553,Ivysaur - 002/165,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/502553_200w.jpg,3,23237,https://cpt.tcgcsv.com/5226,2026-03-18T00:14:32.553,1,,0.1,0.36,4321.0,0.42,0.4,Reverse Holofoil,002/165,Uncommon,Grass,100,Stage 1,[1G] Leech Seed (30)<br>Heal 20 damage from this Pokemon.,[1GG] Vine Whip (80),Rx2,None,3,
502554,Venusaur ex - 003/165,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/502554_200w.jpg,3,23237,https://cpt.tcgcsv.com/6226,2026-03-18T00:51:04.43,1,"<strong>Ability — Tranquil Flower</strong><br>Once during your turn, if this Pokemon is in the Active Spot, you may heal 60 damage from 1 of your Pokemon.",0.5,1.25,19.44,1.09,1.25,Holofoil,003/165,Double Rare,Grass,340,Stage 2,[1GG] Dangerous Toxwhip (150)<br>Your opponent's Active Pokemon is now Confused and Poisoned.,,Rx2,None,4,
502555,Charmander - 004/165,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/502555_200w.jpg,3,23237,https://cpt.tcgcsv.com/7226,2026-03-17T22:28:13.583,1,,0.01,0.34,19.64,0.38,0.2,Reverse Holofoil,004/165,Common,Fire,70,Basic,[R] Blazing Destruction<br>Discard a Stadium in play.,[RR] Steady Firebreathing (30),Wx2,None,1,
502555,Charmander - 004/165,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/502555_200w.jpg,3,23237,https://cpt.tcgcsv.com/7226,2026-03-17T22:28:13.583,1,,0.01,0.2,20.0,0.16,0.06,Normal,004/165,Common,Fire,70,Basic,[R] Blazing Destruction<br>Discard a Stadium in play.,[RR] Steady Firebreathing (30),Wx2,None,1,
502556,Charmander - 168/165,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/502556_200w.jpg,3,23237,https://cpt.tcgcsv.com/8226,2026-04-24T21:52:09.62,1,,87.99,121.4,4321.0,111.27,134.3,Holofoil,168/165,Illustration Rare,Fire,70,Basic,[R] Blazing Destruction<br>Discard a Stadium in play.,[RR] Steady Firebreathing (30),Wx2,None,1,
502557,Charmeleon - 005/165,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/502557_200w.jpg,3,23237,https://cpt.tcgcsv.com/9226,2026-02-12T18:57:50.683,1,,0.05,0.32,19.54,0.32,0.3,Reverse Holofoil,005/165,Uncommon,Fire,100,Stage 1,[R] Combustion (20),[RRR] Fire Blast (90)<br>Discard an Energy from this Pokemon,Wx2,None,2,
502557,Charmeleon - 005/165,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/502557_200w.jpg,3,23237,https://cpt.tcgcsv.com/9226,2026-02-12T18:57:50.683,1,,0.01,0.22,19.98,0.24,0.1,Normal,005/165,Uncommon,Fire,100,Stage 1,[R] Combustion (20),[RRR] Fire Blast (90)<br>Discard an Energy from this Pokemon,Wx2,None,2,
502558,Charizard ex - 006/165,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/502558_200w.jpg,3,23237,https://cpt.tcgcsv.com/b226,2026-04-14T00:13:25.33,1,,4.98,10.0,505.1,10.38,16.24,Holofoil,006/165,Double Rare,Fire,330,Stage 2,"[R] Brave Wing (60+)<br> if this Pokemon has any damage counters on it, this attack does 100 more damage.",[RRRR] Explosive Vortex (330)<br>Discard 3 Energy from this Pokemon.,Wx2,None,2,
502559,Caterpie - 010/165,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/502559_200w.jpg,3,23237,https://cpt.tcgcsv.com/c226,2026-02-09T19:24:21.39,1,,0.1,0.27,4321.0,0.29,0.19,Reverse Holofoil,010/165,Common,Grass,50,Basic,"[G] Leaf Munch (10+)<br>If your opponent's Active Pokemon is a G Pokemon, this attack does 30 more damage.",,Rx2,None,1,
502559,Caterpie - 010/165,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/502559_200w.jpg,3,23237,https://cpt.tcgcsv.com/c226,2026-02-09T19:24:21.39,1,,0.01,0.15,19.98,0.11,0.01,Normal,010/165,Common,Grass,50,Basic,"[G] Leaf Munch (10+)<br>If your opponent's Active Pokemon is a G Pokemon, this attack does 30 more damage.",,Rx2,None,1,
502560,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/502560_200w.jpg,3,23237,https://cpt.tcgcsv.com/d226,2026-02-09T20:09:33.317,1,,0.01,0.21,19.98,0.23,0.14,Normal,011/165,Common,Grass,90,Stage 1,[G] Tackle (20),"[2] Defensive Posture<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",Rx2,None,3,
502560,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/502560_200w.jpg,3,23237,https://cpt.tcgcsv.com/d226,2026-02-09T20:09:33.317,1,,0.94,2.53,4321.0,2.54,3.45,Reverse Holofoil,011/165,Common,Grass,90,Stage 1,[G] Tackle (20),"[2] Defensive Posture<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",Rx2,None,3,
502561,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/502561_200w.jpg,3,23237,https://cpt.tcgcsv.com/f226,2026-02-12T18:56:50.733,1,,0.05,0.26,4321.0,0.27,0.19,Reverse Holofoil,012/165,Uncommon,Grass,130,Stage 2,"[G] Whirlwind (60)<br>Switch out your opponent's Active Pokémon to the Bench.
(Your opponent chooses the new Active Pokémon.)","[2] Bye-Bye Flight<br>Choose 1 of your opponent's Benched Pokemon. Shuffle that Pokemon and all attached cards into their deck, and then shuffle this Pokemon and all attached cards into your deck. If your opponent has no Benched Pokemon, this attack does nothing.",Rx2,None,1,
502561,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/502561_200w.jpg,3,23237,https://cpt.tcgcsv.com/f226,2026-02-12T18:56:50.733,1,,0.01,0.16,20.0,0.15,0.08,Normal,012/165,Uncommon,Grass,130,Stage 2,"[G] Whirlwind (60)<br>Switch out your opponent's Active Pokémon to the Bench.
(Your opponent chooses the new Active Pokémon.)","[2] Bye-Bye Flight<br>Choose 1 of your opponent's Benched Pokemon. Shuffle that Pokemon and all attached cards into their deck, and then shuffle this Pokemon and all attached cards into your deck. If your opponent has no Benched Pokemon, this attack does nothing.",Rx2,None,1,
502562,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/502562_200w.jpg,3,23237,https://cpt.tcgcsv.com/g226,2026-02-10T16:39:47.787,1,,0.01,0.15,19.98,0.12,0.01,Normal,013/165,Common,Grass,50,Basic,[G] Ram (10),[2] Bug Bite (20),Rx2,None,1,
502562,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/502562_200w.jpg,3,23237,https://cpt.tcgcsv.com/g226,2026-02-10T16:39:47.787,1,,0.05,0.25,4321.0,0.28,0.11,Reverse Holofoil,013/165,Common,Grass,50,Basic,[G] Ram (10),[2] Bug Bite (20),Rx2,None,1,
502563,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/502563_200w.jpg,3,23237,https://cpt.tcgcsv.com/h226,2026-03-17T23:15:11.057,1,<strong> Ability — Cocoon Cover</strong><br>Prevent all effects of attacks used by your opponent's Pokemon done to this Pokemon.<em>(Damage is not an effect.)</em>,0.05,0.23,20.0,0.21,,Normal,014/165,Common,Grass,80,Stage 1,[2] Zzzt (20),,Rx2,None,3,
502563,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/502563_200w.jpg,3,23237,https://cpt.tcgcsv.com/h226,2026-03-17T23:15:11.057,1,<strong> Ability — Cocoon Cover</strong><br>Prevent all effects of attacks used by your opponent's Pokemon done to this Pokemon.<em>(Damage is not an effect.)</em>,1.0,2.97,4321.0,3.66,5.98,Reverse Holofoil,014/165,Common,Grass,80,Stage 1,[2] Zzzt (20),,Rx2,None,3,
502564,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/502564_200w.jpg,3,23237,https://cpt.tcgcsv.com/j226,2026-03-17T22:18:20.1,1,,0.25,1.03,4321.0,1.18,1.19,Reverse Holofoil,015/165,Rare,Grass,130,Stage 2,"[2] Nadir Needle (30+) If you have no cards in your hand, this attack does 120 more damage, and your opponent's Active Pokémon is now Paralyzed and Poisoned.",[GG] Pierce (110),Rx2,None,1,
502564,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/502564_200w.jpg,3,23237,https://cpt.tcgcsv.com/j226,2026-03-17T22:18:20.1,1,,0.01,0.26,34.31,0.22,0.09,Holofoil,015/165,Rare,Grass,130,Stage 2,"[2] Nadir Needle (30+) If you have no cards in your hand, this attack does 120 more damage, and your opponent's Active Pokémon is now Paralyzed and Poisoned.",[GG] Pierce (110),Rx2,None,1,
502565,Pidgey,Pidgey,https://tcgplayer-cdn.tcgplayer.com/product/502565_200w.jpg,3,23237,https://cpt.tcgcsv.com/k226,2026-02-20T06:33:53.98,1,,0.02,0.22,19.96,0.21,0.1,Normal,016/165,Common,Colorless,50,Basic,"[1] Call for Family<br>Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.",[2] Tackle (20),Lx2,F-30,1,
502565,Pidgey,Pidgey,https://tcgplayer-cdn.tcgplayer.com/product/502565_200w.jpg,3,23237,https://cpt.tcgcsv.com/k226,2026-02-20T06:33:53.98,1,,0.03,0.3,19.98,0.31,0.19,Reverse Holofoil,016/165,Common,Colorless,50,Basic,"[1] Call for Family<br>Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.",[2] Tackle (20),Lx2,F-30,1,
502566,Pidgeotto,Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/502566_200w.jpg,3,23237,https://cpt.tcgcsv.com/l226,2026-03-18T00:26:54.74,1,,0.05,0.3,19.98,0.3,0.23,Normal,017/165,Common,Colorless,80,Stage 1,[1] Flap (20),,Lx2,F-30,,
502566,Pidgeotto,Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/502566_200w.jpg,3,23237,https://cpt.tcgcsv.com/l226,2026-03-18T00:26:54.74,1,,1.25,3.0,4321.0,3.3,4.96,Reverse Holofoil,017/165,Common,Colorless,80,Stage 1,[1] Flap (20),,Lx2,F-30,,
502567,Pidgeot,Pidgeot,https://tcgplayer-cdn.tcgplayer.com/product/502567_200w.jpg,3,23237,https://cpt.tcgcsv.com/m226,2026-03-18T01:12:33.69,1,,0.01,0.16,19.98,0.13,0.05,Normal,018/165,Uncommon,Colorless,130,Stage 2,[1] Flap (40),"[3] Fly (150)<br>Flip a coin. If tails, this attack does nothing. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",Lx2,F-30,,
502567,Pidgeot,Pidgeot,https://tcgplayer-cdn.tcgplayer.com/product/502567_200w.jpg,3,23237,https://cpt.tcgcsv.com/m226,2026-03-18T01:12:33.69,1,,0.02,0.27,4321.0,0.27,0.25,Reverse Holofoil,018/165,Uncommon,Colorless,130,Stage 2,[1] Flap (40),"[3] Fly (150)<br>Flip a coin. If tails, this attack does nothing. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",Lx2,F-30,,
502568,Rattata,Rattata,https://tcgplayer-cdn.tcgplayer.com/product/502568_200w.jpg,3,23237,https://cpt.tcgcsv.com/n226,2026-03-18T00:35:06.75,1,,0.07,0.25,4321.0,0.22,0.19,Reverse Holofoil,019/165,Common,Colorless,40,Basic,[2] Gnaw the Wound (20+)<br>This attack does 10 more damage for each damage counter on your opponent's Active Pokemon,,Fx2,,1,
502568,Rattata,Rattata,https://tcgplayer-cdn.tcgplayer.com/product/502568_200w.jpg,3,23237,https://cpt.tcgcsv.com/n226,2026-03-18T00:35:06.75,1,,0.01,0.15,19.98,0.1,0.01,Normal,019/165,Common,Colorless,40,Basic,[2] Gnaw the Wound (20+)<br>This attack does 10 more damage for each damage counter on your opponent's Active Pokemon,,Fx2,,1,
502569,Raticate,Raticate,https://tcgplayer-cdn.tcgplayer.com/product/502569_200w.jpg,3,23237,https://cpt.tcgcsv.com/p226,2026-03-18T00:35:30.603,1,,0.06,0.25,4321.0,0.2,0.1,Reverse Holofoil,020/165,Uncommon,Colorless,70,Stage 1,[2] Second Bite (30+)<br>This attack does 30 more damage for each damage counter on your opponent's Active Pokemon.,,Fx2,,,
502569,Raticate,Raticate,https://tcgplayer-cdn.tcgplayer.com/product/502569_200w.jpg,3,23237,https://cpt.tcgcsv.com/p226,2026-03-18T00:35:30.603,1,,0.01,0.15,19.98,0.08,0.01,Normal,020/165,Uncommon,Colorless,70,Stage 1,[2] Second Bite (30+)<br>This attack does 30 more damage for each damage counter on your opponent's Active Pokemon.,,Fx2,,,
502587,Spearow,Spearow,https://tcgplayer-cdn.tcgplayer.com/product/502587_200w.jpg,3,23237,https://cpt.tcgcsv.com/M226,2026-03-18T01:14:38,1,"<strong>Ability — Evolutionary Advantage</strong><br>If you go second, this Pokemon can evolve during your first turn.",0.49,1.21,4321.0,1.32,1.57,Reverse Holofoil,021/165,Common,Colorless,50,Basic,[1] Speed Dive (10),,Lx2,F-30,1,
502587,Spearow,Spearow,https://tcgplayer-cdn.tcgplayer.com/product/502587_200w.jpg,3,23237,https://cpt.tcgcsv.com/M226,2026-03-18T01:14:38,1,"<strong>Ability — Evolutionary Advantage</strong><br>If you go second, this Pokemon can evolve during your first turn.",0.01,0.16,19.9,0.09,0.01,Normal,021/165,Common,Colorless,50,Basic,[1] Speed Dive (10),,Lx2,F-30,1,
502589,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/502589_200w.jpg,3,23237,https://cpt.tcgcsv.com/P226,2026-02-09T19:34:37.933,1,,0.01,0.24,4321.0,0.19,0.08,Reverse Holofoil,022/165,Uncommon,Colorless,90,Stage 1,"[1] Beak Catch<br>Search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck.",[1] Speed Dive (50),Lx2,F-30,,
502589,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/502589_200w.jpg,3,23237,https://cpt.tcgcsv.com/P226,2026-02-09T19:34:37.933,1,,0.01,0.15,20.0,0.07,0.02,Normal,022/165,Uncommon,Colorless,90,Stage 1,"[1] Beak Catch<br>Search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck.",[1] Speed Dive (50),Lx2,F-30,,
