productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
565633,Surging Sparks Pokemon Center Elite Trainer Box (Exclusive) Case,None,https://tcgplayer-cdn.tcgplayer.com/product/565633_200w.jpg,3,23651,https://cpt.tcgcsv.com/Hgx6,2024-11-08T05:09:13.36,1,"Each Surging Sparks Pokemon Center Exclusive Elite Trainer Box Case contains 4 boxes.<br><br>
A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!
<br><br>
The Pokémon TCG: Scarlet & Violet—Surging Sparks Pokémon Center Elite Trainer Box includes:<br>
• 11 Pokémon TCG: Scarlet & Violet—Surging Sparks booster packs<br>
        •Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
• 1 full-art foil promo card featuring Magneton with a Pokémon Center logo<br>
• 1 full-art foil promo card featuring Magneton<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player’s guide to the Scarlet & Violet—Surging Sparks expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live<br>",,1250.99,1600.0,5000.0,1074.94,,Normal,,,,,,,,,,
565634,Surging Sparks 3 Pack Blisters [Zapdos],None,https://tcgplayer-cdn.tcgplayer.com/product/565634_200w.jpg,3,23651,https://cpt.tcgcsv.com/Jgx6,2025-05-21T19:13:09.71,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion! <br><br>
Each blister contains:
• 3 Surging Sparks booster packs<br>
       • Each booster contains 10 random cards<br>
• 1 foil promotional card of Zapdos",0820650859380,28.06,39.99,149.99,30.07,,Normal,,,,,,,,,,
565635,Surging Sparks 3 Pack Blisters [Quagsire],None,https://tcgplayer-cdn.tcgplayer.com/product/565635_200w.jpg,3,23651,https://cpt.tcgcsv.com/Kgx6,2025-05-21T19:13:03.107,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion! <br><br>

Each blister contains:
• 3 Surging Sparks booster packs<br>
       • Each booster contains 10 random cards<br>
• 1 foil promotional card of Quagsire",0820650859380,30.0,40.0,59.99,30.14,,Normal,,,,,,,,,,
565636,Surging Sparks Single Pack Blister [Wooper],None,https://tcgplayer-cdn.tcgplayer.com/product/565636_200w.jpg,3,23651,https://cpt.tcgcsv.com/Lgx6,2025-01-22T12:30:25.67,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!
<br>Each blister contains 1 Surging Sparks booster pack, a coin, and a promotional card of Wooper.",0820650853319,14.0,18.06,21.99,17.15,,Normal,,,,,,,,,,
565637,Surging Sparks Single Pack Blister [Pachirisu],None,https://tcgplayer-cdn.tcgplayer.com/product/565637_200w.jpg,3,23651,https://cpt.tcgcsv.com/Mgx6,2025-01-23T18:39:17.133,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!
<br>Each blister contains 1 Surging Sparks booster pack, a coin, and a promotional card of Parchirisu.",0820650853319,13.0,17.85,21.99,15.7,,Normal,,,,,,,,,,
565638,Surging Sparks Premium Checklane Blister [Alakazam],None,https://tcgplayer-cdn.tcgplayer.com/product/565638_200w.jpg,3,23651,https://cpt.tcgcsv.com/Ngx6,2024-12-11T16:02:48.643,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!<br><br>

Product details: <br>
• 1 Surging Sparks booster pack<br>
• TCGO Code<br>
* Coin<br>
• 3 cards with an evolution line",,21.99,34.5,69.69,32.82,,Normal,,,,,,,,,,
565639,Surging Sparks Premium Checklane Blister [Chandelure],None,https://tcgplayer-cdn.tcgplayer.com/product/565639_200w.jpg,3,23651,https://cpt.tcgcsv.com/Pgx6,2024-12-11T16:02:37.147,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!<br><br>

Product details: <br>
• 1 Surging Sparks booster pack<br>
• TCGO Code<br>
* Coin<br>
• 3 cards with an evolution line",,40.0,42.5,44.99,26.49,,Normal,,,,,,,,,,
580708,Surging Sparks Booster Box Case,None,https://tcgplayer-cdn.tcgplayer.com/product/580708_200w.jpg,3,23651,https://cpt.tcgcsv.com/bjG6,2024-11-08T05:09:13.36,1,"Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>
<br>
A Growing Storm of Stellar Strength!
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!",0820650433122,1749.99,1999.74,10000.0,1725.78,,Normal,,,,,,,,,,
589855,Alolan Diglett,Alolan Diglett,https://tcgplayer-cdn.tcgplayer.com/product/589855_200w.jpg,3,23651,https://cpt.tcgcsv.com/7ZK6,2026-02-06T18:25:12.433,1,,,0.01,0.11,1000.07,0.09,0.01,Normal,122/191,Common,Metal,50,Basic,"Surprise Attack (30)<br> Flip a coin. If tails, this attack does nothing.",Rx2,G-30,1,
589855,Alolan Diglett,Alolan Diglett,https://tcgplayer-cdn.tcgplayer.com/product/589855_200w.jpg,3,23651,https://cpt.tcgcsv.com/7ZK6,2026-02-06T18:25:12.433,1,,,0.01,0.19,1000.17,0.15,0.04,Reverse Holofoil,122/191,Common,Metal,50,Basic,"Surprise Attack (30)<br> Flip a coin. If tails, this attack does nothing.",Rx2,G-30,1,
589856,Alolan Dugtrio - 123/191,Alolan Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/589856_200w.jpg,3,23651,https://cpt.tcgcsv.com/8ZK6,2026-03-21T00:37:04.25,1,,,0.01,0.12,1000.1,0.11,0.01,Normal,123/191,Uncommon,Metal,110,Stage 1,"Trio-Cheehoo (120)<br> If you don't have exactly 3 cards in your hand, this attack does nothing.",Rx2,G-30,2,
589856,Alolan Dugtrio - 123/191,Alolan Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/589856_200w.jpg,3,23651,https://cpt.tcgcsv.com/8ZK6,2026-03-21T00:37:04.25,1,,,0.01,0.22,1000.18,0.17,0.05,Reverse Holofoil,123/191,Uncommon,Metal,110,Stage 1,"Trio-Cheehoo (120)<br> If you don't have exactly 3 cards in your hand, this attack does nothing.",Rx2,G-30,2,
589857,Alolan Dugtrio - 208/191,Alolan Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/589857_200w.jpg,3,23651,https://cpt.tcgcsv.com/9ZK6,2026-04-13T23:45:57.887,1,,,5.52,7.5,55.84,7.51,7.85,Holofoil,208/191,Illustration Rare,Metal,110,Stage 1,"Trio-Cheehoo (120)<br> If you don't have exactly 3 cards in your hand, this attack does nothing.",Rx2,G-30,2,
589858,Alolan Exeggutor ex - 133/191,Alolan Exeggutor,https://tcgplayer-cdn.tcgplayer.com/product/589858_200w.jpg,3,23651,https://cpt.tcgcsv.com/bZK6,2026-03-11T18:14:06.73,1,,,0.4,0.8,4321.0,0.7,0.5,Holofoil,133/191,Double Rare,Dragon,300,Stage 1,[GW] Tropical Frenzy (150)<br> You may attach any number of Basic Energy cards from your hand to your Pokemon in any way you like.,,,3,"[GWF] Swinging Sphene<br> Flip a coin. If heads, Knock Out your opponent's Active Basic Pokemon. If tails, Knock Out 1 of your opponent's Benched Basic Pokemon."
589859,Alolan Exeggutor ex - 225/191,Alolan Exeggutor,https://tcgplayer-cdn.tcgplayer.com/product/589859_200w.jpg,3,23651,https://cpt.tcgcsv.com/cZK6,2026-03-24T14:23:26.407,1,,,0.8,2.4,501.96,2.06,,Holofoil,225/191,Ultra Rare,Dragon,300,Stage 1,[GW] Tropical Frenzy (150)<br> You may attach any number of Basic Energy cards from your hand to your Pokemon in any way you like.,,,3,"[GWF] Swinging Sphene<br> Flip a coin. If heads, Knock Out your opponent's Active Basic Pokemon. If tails, Knock Out 1 of your opponent's Benched Basic Pokemon."
589860,Alolan Exeggutor ex - 242/191,Alolan Exeggutor,https://tcgplayer-cdn.tcgplayer.com/product/589860_200w.jpg,3,23651,https://cpt.tcgcsv.com/dZK6,2026-02-11T14:13:07.923,1,,,27.45,33.93,285.18,31.54,32.4,Holofoil,242/191,Special Illustration Rare,Dragon,300,Stage 1,[GW] Tropical Frenzy (150)<br> You may attach any number of Basic Energy cards from your hand to your Pokemon in any way you like.,,,3,"[GWF] Swinging Sphene<br> Flip a coin. If heads, Knock Out your opponent's Active Basic Pokemon. If tails, Knock Out 1 of your opponent's Benched Basic Pokemon."
589861,Altaria,Altaria,https://tcgplayer-cdn.tcgplayer.com/product/589861_200w.jpg,3,23651,https://cpt.tcgcsv.com/fZK6,2026-02-06T18:26:32.317,1,,,0.02,0.25,1000.21,0.25,0.21,Reverse Holofoil,134/191,Uncommon,Dragon,120,Stage 1,"[W] Humming Charge<br> Search your deck for up to 2 Basic Energy cards and attach them to your Pokemon in any way you like. Then, shuffle your deck.",,,1,"[WM] Cotton Wings (100)<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks."
589861,Altaria,Altaria,https://tcgplayer-cdn.tcgplayer.com/product/589861_200w.jpg,3,23651,https://cpt.tcgcsv.com/fZK6,2026-02-06T18:26:32.317,1,,,0.01,0.15,1000.15,0.15,0.01,Normal,134/191,Uncommon,Dragon,120,Stage 1,"[W] Humming Charge<br> Search your deck for up to 2 Basic Energy cards and attach them to your Pokemon in any way you like. Then, shuffle your deck.",,,1,"[WM] Cotton Wings (100)<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks."
589862,Amulet of Hope,None,https://tcgplayer-cdn.tcgplayer.com/product/589862_200w.jpg,3,23651,https://cpt.tcgcsv.com/gZK6,2025-08-07T12:23:33.147,1,"If the Pokémon this card is attached to is Knocked Out by damage from an attack from your opponent's Pokémon, search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck.",,0.1,0.5,4321.0,0.43,0.43,Holofoil,162/191,ACE SPEC Rare,Trainer - Pokemon Tool,,,,,,,
589863,Annihilape,Annihilape,https://tcgplayer-cdn.tcgplayer.com/product/589863_200w.jpg,3,23651,https://cpt.tcgcsv.com/hZK6,2026-02-16T13:59:39.52,1,,,0.01,0.15,1000.09,0.08,0.01,Normal,100/191,Uncommon,Fighting,140,Stage 2,[F] Tantrum (130)<br> This Pokemon is now Confused.,Px2,,2,[FC] Destined Fight<br> Both Active Pokemon are Knocked Out.
589863,Annihilape,Annihilape,https://tcgplayer-cdn.tcgplayer.com/product/589863_200w.jpg,3,23651,https://cpt.tcgcsv.com/hZK6,2026-02-16T13:59:39.52,1,,,0.01,0.25,1000.26,0.22,0.22,Reverse Holofoil,100/191,Uncommon,Fighting,140,Stage 2,[F] Tantrum (130)<br> This Pokemon is now Confused.,Px2,,2,[FC] Destined Fight<br> Both Active Pokemon are Knocked Out.
589864,Appletun - 140/191,Appletun,https://tcgplayer-cdn.tcgplayer.com/product/589864_200w.jpg,3,23651,https://cpt.tcgcsv.com/jZK6,2026-04-13T21:51:13.923,1,,,0.01,0.26,1000.25,0.25,0.1,Reverse Holofoil,140/191,Uncommon,Dragon,90,Stage 1,"[CC] Melting Sweetness (50)<br> During your opponent's next turn, the Defending Pokemon can't attack.",,,3,[GR] Wild Tackle (130)<br> This Pokemon also does 20 damage to itself.
589864,Appletun - 140/191,Appletun,https://tcgplayer-cdn.tcgplayer.com/product/589864_200w.jpg,3,23651,https://cpt.tcgcsv.com/jZK6,2026-04-13T21:51:13.923,1,,,0.01,0.15,1000.09,0.09,0.01,Normal,140/191,Uncommon,Dragon,90,Stage 1,"[CC] Melting Sweetness (50)<br> During your opponent's next turn, the Defending Pokemon can't attack.",,,3,[GR] Wild Tackle (130)<br> This Pokemon also does 20 damage to itself.
589865,Appletun - 211/191,Appletun,https://tcgplayer-cdn.tcgplayer.com/product/589865_200w.jpg,3,23651,https://cpt.tcgcsv.com/kZK6,2026-02-11T13:43:53.973,1,,,4.0,7.49,61.7,7.56,18.89,Holofoil,211/191,Illustration Rare,Dragon,90,Stage 1,"[CC] Melting Sweetness (50)<br> During your opponent's next turn, the Defending Pokemon can't attack.",,,3,[GR] Wild Tackle (130)<br> This Pokemon also does 20 damage to itself.
589866,Applin,Applin,https://tcgplayer-cdn.tcgplayer.com/product/589866_200w.jpg,3,23651,https://cpt.tcgcsv.com/lZK6,2026-04-13T21:48:33.98,1,,,0.01,0.16,1000.15,0.15,0.01,Normal,138/191,Common,Dragon,40,Basic,[C] Nutrients<br> Heal 30 damage from 1 of your Pokemon.,,,1,"[GR] Trip Over (20+)<br> Flip a coin. If heads, this attack does 30 more damage."
589866,Applin,Applin,https://tcgplayer-cdn.tcgplayer.com/product/589866_200w.jpg,3,23651,https://cpt.tcgcsv.com/lZK6,2026-04-13T21:48:33.98,1,,,0.02,0.21,1000.2,0.21,0.07,Reverse Holofoil,138/191,Common,Dragon,40,Basic,[C] Nutrients<br> Heal 30 damage from 1 of your Pokemon.,,,1,"[GR] Trip Over (20+)<br> Flip a coin. If heads, this attack does 30 more damage."
