productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
496911,Paldea Evolved Elite Trainer Box Case,None,https://tcgplayer-cdn.tcgplayer.com/product/496911_200w.jpg,3,23120,https://cpt.tcgcsv.com/fN-5,2025-10-24T19:12:01.533,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

Each Paldea Evolved Elite Trainer Box Case contains 10 boxes.
<br>
The Pokémon TCG: Scarlet & Violet Elite Trainer Box includes:
• 9 Pokémon TCG: Scarlet & Violet booster packs
• 1 full-art foil promo card featuring Pikachu
• 65 card sleeves featuring Pikachu
• 45 Pokémon TCG Energy cards
• A player’s guide to the Scarlet & Violet expansion
• 6 damage-counter dice
• 1 competition-legal coin-flip die
• 2 plastic condition markers
• A collector’s box to hold everything, with 4 dividers to keep it organized
• A code card for Pokémon Trading Card Game Live",1800.0,1999.97,2500.0,1558.48,,Normal,,,,,,,,,,,
496913,Paldea Evolved Booster Pack Art Bundle [Set of 5],None,https://tcgplayer-cdn.tcgplayer.com/product/496913_200w.jpg,3,23120,https://cpt.tcgcsv.com/hN-5,2025-10-24T19:11:16.35,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

Collect each of the 5 unique art packs for Paldea Evolved.
<br>Each Paldea Evolved booster pack contains 10 random cards.",74.5,81.26,81.5,60.09,,Normal,,,,,,,,,,,
496914,Paldea Evolved Booster Bundle,None,https://tcgplayer-cdn.tcgplayer.com/product/496914_200w.jpg,3,23120,https://cpt.tcgcsv.com/jN-5,2026-02-19T18:42:58.89,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>Expand your collection with this Booster Bundle containing six booster packs from Pokémon TCG: Paldea Evolved",103.0,115.0,299.0,105.82,,Normal,,,,,,,,,,,
496927,Paldea Evolved Sleeved Booster Pack,None,https://tcgplayer-cdn.tcgplayer.com/product/496927_200w.jpg,3,23120,https://cpt.tcgcsv.com/zN-5,2026-02-19T18:43:48.943,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>Each Paldea Evolved sleeved booster pack contains 10 random cards.",11.95,14.9,20.0,14.16,,Normal,,,,,,,,,,,
496929,Paldea Evolved Build & Battle Box,None,https://tcgplayer-cdn.tcgplayer.com/product/496929_200w.jpg,3,23120,https://cpt.tcgcsv.com/CN-5,2025-10-24T19:11:21.47,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

Contents:
<br>• A 40-card ready-to-play deck, including 1 of 4 unique foil promo cards
<br>• 4 Pokémon Live: Paldea Evolved booster packs
<br>• A code card for Pokémon TCG Live",67.95,68.99,89.99,56.65,,Normal,,,,,,,,,,,
496931,Paldea Evolved Build & Battle Box Display,None,https://tcgplayer-cdn.tcgplayer.com/product/496931_200w.jpg,3,23120,https://cpt.tcgcsv.com/FN-5,2025-10-24T19:11:27.417,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

EACH POKÉMON TCG: Paldea Evolved BUILD & BATTLE BOX INCLUDES:
<br>• 40-card ready-to-play decks
<br>• 1 of 4 promo cards
<br>• 4 Pokémon TCG: Paldea Evolved booster packs
<br>• 1 deck-building tip sheet",524.49,525.0,599.99,511.49,,Normal,,,,,,,,,,,
496935,Paldea Evolved Build & Battle Stadium,None,https://tcgplayer-cdn.tcgplayer.com/product/496935_200w.jpg,3,23120,https://cpt.tcgcsv.com/KN-5,2025-10-24T19:11:34.43,1,"Command a Rousing Performance!<br>

Energy surges as new powers awaken and perilous legends are revealed! First partners Meowscarada ex, Skeledirge ex, and Quaquaval ex have evolved to take the stage with mesmerizing magic, song, and dance. Meanwhile, Forretress, Slowking, and Dedenne shine as Tera Pokémon ex, and Chien-Pao ex, Ting-Lu ex, and others bring daunting strengths requiring courage to command. Even Pikachu joins the Pokémon ex party in the Pokémon TCG: Scarlet & Violet—Paldea Evolved expansion<br><br>

The Build & Battle Stadium includes everything you need for two players to prepare and battle. Inside this box, you’ll find:
<br>
<br>• 2 individual Build & Battle Boxes, each containing a 40-card ready-to-play deck
<br>• Each deck includes 1 of 4 unique foil promo cards
<br>• 3 additional Pokémon TCG: Paldea Evolved booster packs, so you get 11 in all
<br>• 121 Pokémon TCG Energy cards
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything",224.49,301.49,302.98,129.04,,Normal,,,,,,,,,,,
497412,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/497412_200w.jpg,3,23120,https://cpt.tcgcsv.com/g--5,2026-01-14T20:04:32.623,1,,0.02,0.19,40.0,0.14,,Reverse Holofoil,,001/193,Common,Grass,50,Basic,"[G] Splashing Dodge (10)  
<br>Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokemon.",Fx2,None,1,
497412,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/497412_200w.jpg,3,23120,https://cpt.tcgcsv.com/g--5,2026-01-14T20:04:32.623,1,,0.01,0.15,19.98,0.15,0.04,Normal,,001/193,Common,Grass,50,Basic,"[G] Splashing Dodge (10)  
<br>Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokemon.",Fx2,None,1,
497413,Skiploom,Skiploom,https://tcgplayer-cdn.tcgplayer.com/product/497413_200w.jpg,3,23120,https://cpt.tcgcsv.com/h--5,2026-01-14T20:04:30.34,1,"<strong>Ability — Drifting Dodge</strong>
<br>If any damage is done to this Pokemon by attacks, flip a coin. If heads, prevent that damage.",0.01,0.15,20.0,0.09,,Normal,,002/193,Uncommon,Grass,70,Stage 1,"[G] Flowery Zephyr (30)
<br>This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)",Fx2,None,1,
497413,Skiploom,Skiploom,https://tcgplayer-cdn.tcgplayer.com/product/497413_200w.jpg,3,23120,https://cpt.tcgcsv.com/h--5,2026-01-14T20:04:30.34,1,"<strong>Ability — Drifting Dodge</strong>
<br>If any damage is done to this Pokemon by attacks, flip a coin. If heads, prevent that damage.",0.05,0.24,40.0,0.2,,Reverse Holofoil,,002/193,Uncommon,Grass,70,Stage 1,"[G] Flowery Zephyr (30)
<br>This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)",Fx2,None,1,
497414,Jumpluff,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/497414_200w.jpg,3,23120,https://cpt.tcgcsv.com/j--5,2026-02-28T03:48:13.077,1,"<strong>Ability — Drifting Dodge</strong>
<br>If any damage is done to this Pokemon by attacks, flip a coin. If heads, prevent that damage.",0.07,0.25,19.98,0.2,,Reverse Holofoil,,003/193,Rare,Grass,90,Stage 2,"[G] Fluffy Breeze (60)
<br>This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)",Fx2,None,1,
497414,Jumpluff,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/497414_200w.jpg,3,23120,https://cpt.tcgcsv.com/j--5,2026-02-28T03:48:13.077,1,"<strong>Ability — Drifting Dodge</strong>
<br>If any damage is done to this Pokemon by attacks, flip a coin. If heads, prevent that damage.",0.02,0.22,30.0,0.21,0.09,Holofoil,,003/193,Rare,Grass,90,Stage 2,"[G] Fluffy Breeze (60)
<br>This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)",Fx2,None,1,
497415,Pineco,Pineco,https://tcgplayer-cdn.tcgplayer.com/product/497415_200w.jpg,3,23120,https://cpt.tcgcsv.com/k--5,2026-02-10T18:44:48.433,1,,0.01,0.12,25.0,0.06,,Normal,,004/193,Common,Grass,70,Basic,[GG] Rollout (30),Fx2,None,2,
497415,Pineco,Pineco,https://tcgplayer-cdn.tcgplayer.com/product/497415_200w.jpg,3,23120,https://cpt.tcgcsv.com/k--5,2026-02-10T18:44:48.433,1,,0.01,0.18,19.5,0.11,0.05,Reverse Holofoil,,004/193,Common,Grass,70,Basic,[GG] Rollout (30),Fx2,None,2,
497416,Forretress ex - 005/193,Forretress,https://tcgplayer-cdn.tcgplayer.com/product/497416_200w.jpg,3,23120,https://cpt.tcgcsv.com/l--5,2026-02-10T17:20:12.23,1,"<strong>Ability — Explosive Energy</strong>
<br>Once during your turn, you may search your deck for up to 5 Basic [G] Energy cards and attach them to your Pokemon in any way you like. Then, shuffle your deck. If you searched your deck in this way, this Pokemon is Knocked Out.",0.2,0.99,5.0,0.8,,Holofoil,,005/193,Double Rare,Grass,270,Stage 1,"[GG] Guard Press (120)
<br>During your opponent’s next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).",Fx2,None,3,
497417,Heracross - 006/193,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/497417_200w.jpg,3,23120,https://cpt.tcgcsv.com/m--5,2025-11-25T20:40:40.537,1,,0.07,0.2,19.98,0.19,,Reverse Holofoil,,006/193,Uncommon,Grass,130,Basic,[GG] Tackle (50),Fx2,None,3,"[GGG] Smashing Horn (110)
<br>This attack’s damage isn’t affected by Resistance."
497417,Heracross - 006/193,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/497417_200w.jpg,3,23120,https://cpt.tcgcsv.com/m--5,2025-11-25T20:40:40.537,1,,0.01,0.15,20.0,0.1,,Normal,,006/193,Uncommon,Grass,130,Basic,[GG] Tackle (50),Fx2,None,3,"[GGG] Smashing Horn (110)
<br>This attack’s damage isn’t affected by Resistance."
497418,Tropius - 007/193,Tropius,https://tcgplayer-cdn.tcgplayer.com/product/497418_200w.jpg,3,23120,https://cpt.tcgcsv.com/n--5,2025-11-25T20:44:29.227,1,,0.03,0.16,19.98,0.12,,Reverse Holofoil,,007/193,Common,Grass,110,Basic,"[G] Leaf Drain (20)
<br>Heal 20 damage from this Pokemon.",Fx2,None,1,"[1GG] Tropic Breeze (130)
<br>Move all Energy from this Pokemon to 1 of your Benched Pokemon."
497418,Tropius - 007/193,Tropius,https://tcgplayer-cdn.tcgplayer.com/product/497418_200w.jpg,3,23120,https://cpt.tcgcsv.com/n--5,2025-11-25T20:44:29.227,1,,0.01,0.14,19.98,0.08,0.02,Normal,,007/193,Common,Grass,110,Basic,"[G] Leaf Drain (20)
<br>Heal 20 damage from this Pokemon.",Fx2,None,1,"[1GG] Tropic Breeze (130)
<br>Move all Energy from this Pokemon to 1 of your Benched Pokemon."
497419,Combee,Combee,https://tcgplayer-cdn.tcgplayer.com/product/497419_200w.jpg,3,23120,https://cpt.tcgcsv.com/p--5,2026-02-17T12:02:01.29,1,,0.01,0.15,20.0,0.1,0.05,Normal,,008/193,Common,Grass,50,Basic,"[1] Double Spin (10+)
<br>This attack does 10 damage for each heads.",Fx2,None,1,
497419,Combee,Combee,https://tcgplayer-cdn.tcgplayer.com/product/497419_200w.jpg,3,23120,https://cpt.tcgcsv.com/p--5,2026-02-17T12:02:01.29,1,,0.04,0.16,19.98,0.12,0.05,Reverse Holofoil,,008/193,Common,Grass,50,Basic,"[1] Double Spin (10+)
<br>This attack does 10 damage for each heads.",Fx2,None,1,
497420,Vespiquen,Vespiquen,https://tcgplayer-cdn.tcgplayer.com/product/497420_200w.jpg,3,23120,https://cpt.tcgcsv.com/q--5,2026-01-14T20:04:30.727,1,,0.01,0.15,300.0,0.07,,Normal,,009/193,Uncommon,Grass,120,Stage 1,"[1] Double Stab (30x)
<br>Flip 2 coins. This attack does 30 damage for each heads.",Fx2,None,2,"[G] Order a Raid (120)
<br>Choose 1 of your Benched Combee and shuffle that Pokemon and all attached cards into your deck. If you can't shuffle a Combee into your deck, this attack does nothing."
497420,Vespiquen,Vespiquen,https://tcgplayer-cdn.tcgplayer.com/product/497420_200w.jpg,3,23120,https://cpt.tcgcsv.com/q--5,2026-01-14T20:04:30.727,1,,0.06,0.2,19.98,0.17,,Reverse Holofoil,,009/193,Uncommon,Grass,120,Stage 1,"[1] Double Stab (30x)
<br>Flip 2 coins. This attack does 30 damage for each heads.",Fx2,None,2,"[G] Order a Raid (120)
<br>Choose 1 of your Benched Combee and shuffle that Pokemon and all attached cards into your deck. If you can't shuffle a Combee into your deck, this attack does nothing."
497421,Snover,Snover,https://tcgplayer-cdn.tcgplayer.com/product/497421_200w.jpg,3,23120,https://cpt.tcgcsv.com/r--5,2026-02-09T21:29:38.85,1,,0.01,0.11,19.98,0.06,0.01,Normal,,010/193,Common,Grass,90,Basic,[1G] Corkscrew Punch (30),Fx2,None,3,
497421,Snover,Snover,https://tcgplayer-cdn.tcgplayer.com/product/497421_200w.jpg,3,23120,https://cpt.tcgcsv.com/r--5,2026-02-09T21:29:38.85,1,,0.03,0.16,19.5,0.12,0.05,Reverse Holofoil,,010/193,Common,Grass,90,Basic,[1G] Corkscrew Punch (30),Fx2,None,3,
497422,Abomasnow,Abomasnow,https://tcgplayer-cdn.tcgplayer.com/product/497422_200w.jpg,3,23120,https://cpt.tcgcsv.com/s--5,2026-01-14T20:04:33.52,1,"<strong>Ability — Catastrophic Freeze</strong>
<br>Damage can’t be healed from any Pokemon (both yours and your opponent’s).",0.01,0.16,3.24,0.08,0.01,Holofoil,,011/193,Rare,Grass,150,Stage 1,[1GG] Magnum Punch (110),Fx2,None,3,
497422,Abomasnow,Abomasnow,https://tcgplayer-cdn.tcgplayer.com/product/497422_200w.jpg,3,23120,https://cpt.tcgcsv.com/s--5,2026-01-14T20:04:33.52,1,"<strong>Ability — Catastrophic Freeze</strong>
<br>Damage can’t be healed from any Pokemon (both yours and your opponent’s).",0.05,0.2,19.98,0.15,,Reverse Holofoil,,011/193,Rare,Grass,150,Stage 1,[1GG] Magnum Punch (110),Fx2,None,3,
497423,Sprigatito - 012/193,Sprigatito,https://tcgplayer-cdn.tcgplayer.com/product/497423_200w.jpg,3,23120,https://cpt.tcgcsv.com/t--5,2026-01-14T20:04:31.34,1,,0.04,0.21,19.98,0.19,,Reverse Holofoil,,012/193,Common,Grass,60,Basic,"[G] Gather Sunlight
<br>Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",Fx2,None,1,[G] Seed Bomb (10)
497423,Sprigatito - 012/193,Sprigatito,https://tcgplayer-cdn.tcgplayer.com/product/497423_200w.jpg,3,23120,https://cpt.tcgcsv.com/t--5,2026-01-14T20:04:31.34,1,,0.01,0.19,20.0,0.17,,Normal,,012/193,Common,Grass,60,Basic,"[G] Gather Sunlight
<br>Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",Fx2,None,1,[G] Seed Bomb (10)
497424,Sprigatito - 013/193,Sprigatito,https://tcgplayer-cdn.tcgplayer.com/product/497424_200w.jpg,3,23120,https://cpt.tcgcsv.com/v--5,2026-03-06T18:15:52.703,1,,0.08,0.28,19.98,0.26,,Reverse Holofoil,,013/193,Common,Grass,70,Basic,[2] Dig Claws (30),Fx2,None,1,
497424,Sprigatito - 013/193,Sprigatito,https://tcgplayer-cdn.tcgplayer.com/product/497424_200w.jpg,3,23120,https://cpt.tcgcsv.com/v--5,2026-03-06T18:15:52.703,1,,0.01,0.19,19.98,0.17,,Normal,,013/193,Common,Grass,70,Basic,[2] Dig Claws (30),Fx2,None,1,
497425,Floragato - 014/193,Floragato,https://tcgplayer-cdn.tcgplayer.com/product/497425_200w.jpg,3,23120,https://cpt.tcgcsv.com/w--5,2026-01-14T20:04:26.983,1,,0.01,0.19,20.0,0.17,0.1,Normal,,014/193,Uncommon,Grass,90,Stage 1,[G] Seed Bomb (30),Fx2,None,1,"[2] Magic Whip (50)
<br>You may have your opponent switch their Active Pokemon with 1 of their Benched Pokemon."
